Comune;Provincia;Regione;Intervento;Lotto;Norma di riferimento;Tipo di dissesto;Posizione;Denominazione;Localit�;Ente attuatore;Comune primario;Importo finanziato;Nota importo finanziato;Importo lotto;Fase di attuazione;;;;;;;;;;;;;;;;
VOLTURINO;FOGGIA;Puglia;542/99;1;D.L.180/98;Frana;Georiferito;MODELLAMENTO DRENI PROFONDI, OPERE DI SOSTEGNO, RIMBOSCHIMENTO INTENSIVO;BELVEDERE;Comune - VOLTURINO;VOLTURINO;516456.90;;516456.90;concluso;;;;;;;;;;;;;;;;
VOLTURINO;FOGGIA;Puglia;542/99;2;D.L.180/98;Frana;Georiferito;"Lavori di consolidamento del centro urbano - localitO ?Belvedere e Lame"" - Utilizzo economie ""Completamento traversa via Santa Lucia""";Centro abitato di Volturino - Traversa via Santa Lucia;Comune - VOLTURINO;VOLTURINO;0.00;vedi lotto 1;46253.88;concluso;;;;;;;;;;;;;;;;
VOLTURINO;FOGGIA;Puglia;FG025A/10;1;AP 2010-11;Frana;Georiferito;Interventi di mitigazione del rischio idrogeologico in ambito urbano localizzati in Via Belvedere (area C), zona Poliambulatorio (area E) e localito Santa Lucia (area F);Via Belvedere (area C), zona Poliambulatorio (area E) e localitr Santa Lucia;Commissario Straordinario - attuazione interventi Regione Puglia;VOLTURINO;3290000.00;;3290000.00;in esecuzione;;;;;;;;;;;;;;;;
VOLTURINO;FOGGIA;Puglia;FG082A/10;1;AP 2010-11;Frana;Georiferito;Sistemazione e consolidamento versante in frana in localitP Lame/Fontana vecchia;Lame/Fontana Vecchia;Commissario Straordinario - attuazione interventi Regione Puglia;VOLTURINO;1200000.00;;1200000.00;concluso;;;;;;;;;;;;;;;;
ALBEROBELLO;CITTA' METROPOLITANA DI BARI;Puglia;120/09;1;D.L.180/98;Alluvione;Georiferito;Consolidamento statico canalone;Canalone;Comune - ALBEROBELLO;ALBEROBELLO;1000000.00;;1000000.00;concluso;;;;;;;;;;;;;;;;
ALBEROBELLO;CITTA' METROPOLITANA DI BARI;Puglia;BA011A/10;1;AP 2010-11;Alluvione;Georiferito;Lavori urgenti di mitigazione del rischio idrogeologico per gli attraversamenti stradali del canale di Via Indipendenza;Largo Martellotta;Commissario Straordinario - attuazione interventi Regione Puglia;ALBEROBELLO;1720000.00;;1720000.00;in esecuzione;;;;;;;;;;;;;;;;
ALTAMURA;CITTA' METROPOLITANA DI BARI;Puglia;121/09;1;D.L.180/98;Frana;Georiferito;Interventi di bonifica cavits Chiancone-Fornaci;Cavitv Chiancone-Fornaci;Comune - ALTAMURA;ALTAMURA;600000.00;;600000.00;concluso;;;;;;;;;;;;;;;;
ALTAMURA;CITTA' METROPOLITANA DI BARI;Puglia;BA046A/10;1;AP 2010-11;Frana;Georiferito;INTERVENTO DI MITIGAZIONE COMPLETO DEL RISCHIO IDROGEOLOGICO CONNESSO ALLA PRESENZA DI UNA RETE CAVEALE DELLA LUNGHEZZA COMPLESSIVA DI ATTUALMENTE NOTA DI CIRCA 13KM;Parco San Giuliano, Parco Pepe, Chiancone, Fornaci, Grotta dei Tufi;Commissario Straordinario - attuazione interventi Regione Puglia;ALTAMURA;3000000.00;;3000000.00;in esecuzione;;;;;;;;;;;;;;;;
BARI;CITTA' METROPOLITANA DI BARI;Puglia;BA049A/10;1;AP 2010-11;Frana;Georiferito;Interventi di consolidamento geoteecnico  della parete rocciosa nord delleex Cava Di Maso;Quartiere S.Rita a Carbonara;Commissario Straordinario - attuazione interventi Regione Puglia;BARI;4430000.00;;4430000.00;in esecuzione;;;;;;;;;;;;;;;;
BITETTO;CITTA' METROPOLITANA DI BARI;Puglia;BA069A/10;1;AP 2010-11;Alluvione;Georiferito;Lavori di sistemazione idraulica Contrada Misetta (alveo Lama del Conte localitE Guadagno);Guadagno;Commissario Straordinario - attuazione interventi Regione Puglia;BITETTO;1720000.00;;1720000.00;in esecuzione;;;;;;;;;;;;;;;;
CORATO;CITTA' METROPOLITANA DI BARI;Puglia;258/08;1;D.L.180/98;Alluvione;Georiferito;Risagomatura e rivestimento fosso naturale con ingegneria naturalistica.;2i stralcio abitato - fosso Griffi;Comune - CORATO;CORATO;475000.00;;475000.00;concluso;;;;;;;;;;;;;;;;
CORATO;CITTA' METROPOLITANA DI BARI;Puglia;BA014A/10;1;AP 2010-11;Alluvione;Georiferito;Progetto di salvaguardia idraulica delliabitato - 3e STRALCIO;437 Corato;Commissario Straordinario - attuazione interventi Regione Puglia;CORATO;2000000.00;;2000000.00;in esecuzione;;;;;;;;;;;;;;;;
GIOVINAZZO;CITTA' METROPOLITANA DI BARI;Puglia;327/09;1;D.L.180/98;Costiero;Georiferito;Consolidamento fascia costiera per cedimenti e crolli della costa rocciosa;Lungomare e costa rocciosa;Comune - GIOVINAZZO;GIOVINAZZO;2000000.00;;2000000.00;concluso;;;;;;;;;;;;;;;;
GRAVINA IN PUGLIA;CITTA' METROPOLITANA DI BARI;Puglia;259/08;1;D.L.180/98;Non definito;Georiferito;Manutenzione straordinaria mediante ripulitura e opere di  ingegneria naturalistica e ripristino opere accessorie.;Torrente Pentecchia;Comune - GRAVINA IN PUGLIA;GRAVINA IN PUGLIA;400000.00;;400000.00;concluso;;;;;;;;;;;;;;;;
GRAVINA IN PUGLIA;CITTA' METROPOLITANA DI BARI;Puglia;BA033A/10;1;AP 2010-11;Alluvione;Georiferito;Lavori di sistemazione Torrente Gravina;Torrente Gravina (tratto compreso tra ponte S.Stefano su SS Bari-Potenza e ponte su strada vicinale Serra Pendino localite Terra Santa);Commissario Straordinario - attuazione interventi Regione Puglia;GRAVINA IN PUGLIA;1720000.00;;1720000.00;in esecuzione;;;;;;;;;;;;;;;;
GRUMO APPULA;CITTA' METROPOLITANA DI BARI;Puglia;BA073A/10;1;AP 2010-11;Alluvione;Georiferito;Proposta di interventi di presidio e mitigazione idraulica relativa ad aree ad elevata pericolositV idraulica e rischio R4 ricadenti nel Comune di Grumo Appula riportate nel PAI - Puglia approvato;Madonna delle Grazie / Lagopetto;Commissario Straordinario - attuazione interventi Regione Puglia;GRUMO APPULA;3520000.00;;3520000.00;in esecuzione;;;;;;;;;;;;;;;;
MONOPOLI;CITTA' METROPOLITANA DI BARI;Puglia;261/08;1;D.L.180/98;Alluvione;Georiferito;Mitigazione rischio idraulico;Litoranea Monopoli- Savelletri;Comune - MONOPOLI;MONOPOLI;525200.00;;753160.00;in esecuzione;;;;;;;;;;;;;;;;
PUTIGNANO;CITTA' METROPOLITANA DI BARI;Puglia;BA076A/10;1;AP 2010-11;Alluvione;Georiferito;Opere di Mitigazione del Rischio Idrogeologico nellearea della Zona Industriale;Basso,Stabilimento Pugliese, Mass. S.Nicola, Purgatorio;Commissario Straordinario - attuazione interventi Regione Puglia;PUTIGNANO;3390000.00;;3390000.00;in esecuzione;;;;;;;;;;;;;;;;
TERLIZZI;CITTA' METROPOLITANA DI BARI;Puglia;BA042A/10;1;AP 2010-11;Alluvione;Georiferito;Opere di difesa idraulica delltabitato dagli allagamenti;Via Favale - Via Vecchia Sovereto;Commissario Straordinario - attuazione interventi Regione Puglia;TERLIZZI;1550000.00;;1550000.00;in esecuzione;;;;;;;;;;;;;;;;
GROTTAGLIE;TARANTO;Puglia;TA072A/10;1;AP 2010-11;Alluvione;Georiferito;Sistemazione idraulica dei Fossi Rigio, Gronci e canale Macchione Fossi Rigio e Gronci e canale Macchione Fossi Rigio e Gronci e canale Macchione (cosi modificato da Comitato Indirizzo e Controllo del 07/10/2013);Fossi Rigio e Gronci e canale Macchione Fossi Rigio e Gronci e canale Macchione;Commissario Straordinario - attuazione interventi Regione Puglia;GROTTAGLIE;3960000.00;;3960000.00;in esecuzione;;;;;;;;;;;;;;;;
MARTINA FRANCA;TARANTO;Puglia;TA048A/10;1;AP 2010-11;Frana;Georiferito;Lavori di messa in sicurezza  muro di contenimento Viale De Gasperi;Centro Abitato;Commissario Straordinario - attuazione interventi Regione Puglia;MARTINA FRANCA;1500000.00;;1500000.00;in esecuzione;;;;;;;;;;;;;;;;
MASSAFRA;TARANTO;Puglia;260/08;1;D.L.180/98;Alluvione;Georiferito;manutenzioni straordinarie attraverso: asportazione vegetazione, ampliamento sezioni canali, ricostruzioni argini e sede viaria.;centro abitato;Comune - MASSAFRA;MASSAFRA;500000.00;;500000.00;concluso;;;;;;;;;;;;;;;;
MASSAFRA;TARANTO;Puglia;TA047A/10;1;AP 2010-11;Alluvione;Georiferito;Interventi per la messa in sicurezza di vaste aree a rischio idraulico e idrogeologico;Varie localitr delleabitato;Commissario Straordinario - attuazione interventi Regione Puglia;MASSAFRA;2500000.00;;2500000.00;in esecuzione;;;;;;;;;;;;;;;;
PALAGIANELLO;TARANTO;Puglia;263/08;1;D.L.180/98;Alluvione;Georiferito;manutenzioni straordinaria attraverso: asportazione vegetazione, ampliamento sezioni canali, ricostruzioni argini e sede viaria.;localitz varie;Comune - PALAGIANELLO;PALAGIANELLO;400000.00;;231135.00;concluso;;;;;;;;;;;;;;;;
CAROVIGNO;BRINDISI;Puglia;252/08;1;D.L.180/98;Alluvione;Georiferito;sistemazione canali e ponti stradali;territorio pericostiero;Comune - CAROVIGNO;CAROVIGNO;400000.00;;400000.00;concluso;;;;;;;;;;;;;;;;
CELLINO SAN MARCO;BRINDISI;Puglia;256/08;1;D.L.180/98;Non definito;Georiferito;Rimozione stato di rischio. 2e stralcio;Canale Il Fosso;Comune - CELLINO SAN MARCO;CELLINO SAN MARCO;480000.00;;480000.00;in esecuzione;;;;;;;;;;;;;;;;
CISTERNINO;BRINDISI;Puglia;BR013A/10;1;AP 2010-11;Alluvione;Georiferito;Messa in sicurezza del reticolo idrografico;Gravinella;Commissario Straordinario - attuazione interventi Regione Puglia;CISTERNINO;1500000.00;;1500000.00;in esecuzione;;;;;;;;;;;;;;;;
FASANO;BRINDISI;Puglia;252/06;1;D.L.180/98;Alluvione;Georiferito;Sistema di canali, condotte fognarie, riduzione impermeabilit  delle lame, vasche di accumulo.;Montalbano;Comune - FASANO;FASANO;4558078.42;;4171269.96;concluso;;;;;;;;;;;;;;;;
FASANO;BRINDISI;Puglia;BR015A/10;1;AP 2010-11;Alluvione;Georiferito;Regimentazione e protezione idraulica nel comune di Fasano. Lotto 1/A. Intervento di completamento ed integrativi;Montalbano - Masseria Ottava Grande;Commissario Straordinario - attuazione interventi Regione Puglia;FASANO;1500000.00;;1500000.00;concluso;;;;;;;;;;;;;;;;
FASANO;BRINDISI;Puglia;BR016A/10;1;AP 2010-11;Alluvione;Georiferito;Progetto generale e interventi di regimentazione e protezione idraulica del territorio del Comune di Fasano. I Lotto;Torre Canne e Pezze di Greco;Commissario Straordinario - attuazione interventi Regione Puglia;FASANO;6180000.00;;6180000.00;in esecuzione;;;;;;;;;;;;;;;;
FASANO;BRINDISI;Puglia;BR017A/10;1;AP 2010-11;Alluvione;Georiferito;Progetto generale e intervento di mitigazione del rischio idraulico nel centro abitato di Fasano. Completamento I Lotto;Zona Laureto, canali Gravinella - Giardinelli - Centro abitato;Commissario Straordinario - attuazione interventi Regione Puglia;FASANO;5450000.00;;5450000.00;in esecuzione;;;;;;;;;;;;;;;;
FASANO;BRINDISI;Puglia;BR058A/10;1;AP 2010-11;Alluvione;Georiferito;Interventi di regimentazione e protezione idraulica del territorio del Comune di Fasano. -II Lotto.;Torre Canne e Pezze di Greco;Commissario Straordinario - attuazione interventi Regione Puglia;FASANO;5800000.00;;10480000.00;in esecuzione;;;;;;;;;;;;;;;;
FASANO;BRINDISI;Puglia;BR059A/10;1;AP 2010-11;Alluvione;Georiferito;Intervento di mitigazione del rischio idraulico nel centro abitato di Fasano. -II Lotto;Zona Laureto, canali Gravinella - Giardinelli - Centro abitato;Commissario Straordinario - attuazione interventi Regione Puglia;FASANO;4680000.00;;0.00;in progettazione;;;;;;;;;;;;;;;;
MESAGNE;BRINDISI;Puglia;BR089A/10;1;AP 2010-11;Alluvione;Centroide;Opere di mitigazione del rishcio idraulico Sistemazione Canale Galina Capece;Canale Galina Capece;Commissario Straordinario - attuazione interventi Regione Puglia;MESAGNE;0.00;;0.00;definanziati o sostitutivi;;;;;;;;;;;;;;;;
ORIA;BRINDISI;Puglia;420/02;1;D.L.180/98;Alluvione;Georiferito;Messa in sicurezza e ripristino officiosit  idraulica.;Rii Pezza swll'Abate e Reale.;Comune - ORIA;ORIA;850000.00;;850000.00;concluso;;;;;;;;;;;;;;;;
SAN PIETRO VERNOTICO;BRINDISI;Puglia;BR053A/10;1;AP 2010-11;Alluvione;Georiferito;"Realizzazione di interventi strutturali sul Canale Infocaciucci""   (cos  modificato da Comitato Indirizzo e Controllo del 07/10/2013) -";Canale Infocaciucci (cosi modificato da Comitato Indirizzo e Controllo del 07/10/2013);Commissario Straordinario - attuazione interventi Regione Puglia;SAN PIETRO VERNOTICO;1250000.00;;1250000.00;in esecuzione;;;;;;;;;;;;;;;;
CAMPI SALENTINA;LECCE;Puglia;LE091A/10;1;AP 2010-11;Alluvione;Centroide;Opere di mitigazione del rischio idraulico. Sistemazione voragini interne al centro abitato;Centro Abitato;Commissario Straordinario - attuazione interventi Regione Puglia;CAMPI SALENTINA;0.00;;0.00;definanziati o sostitutivi;;;;;;;;;;;;;;;;
COPERTINO;LECCE;Puglia;257/08;1;D.L.180/98;Alluvione;Georiferito;Mitigazione rischio idraulico attraverso: ripristino officiositl voragini,  impianti di sollevamento, vasca di laminazione e collettori idraulici.;Centro abitato;Comune - COPERTINO;COPERTINO;650000.00;;650000.00;in esecuzione;;;;;;;;;;;;;;;;
DISO;LECCE;Puglia;125/09;1;D.L.180/98;Non definito;Georiferito;"Difesa Loc. ""Arenosa""";Arenosa;Comune - DISO;DISO;700000.00;;1100000.00;in esecuzione;;;;;;;;;;;;;;;;
LECCE;LECCE;Puglia;396/02;1;D.L.180/98;Misto;Georiferito;Messa in Sicurezza Idraulica - Idrogeologica;Varie;Comune - LECCE;LECCE;3000000.00;;3000000.00;concluso;;;;;;;;;;;;;;;;
LECCE;LECCE;Puglia;396/02;2;D.L.180/98;Misto;Georiferito;Messa in sicurezza idraulica-idrogeologica_Utilizzo Economie ? 204.745,45;Spiaggia Bella_Torre Chianca;Comune - LECCE;LECCE;0.00;vedi lotto 1;204745.45;concluso;;;;;;;;;;;;;;;;
MIGGIANO;LECCE;Puglia;126/09;1;D.L.180/98;Alluvione;Georiferito;Interventi di difesa del suolo con opere di ingegneria naturalistica;Varie;Comune - MIGGIANO;MIGGIANO;500000.00;;500000.00;concluso;;;;;;;;;;;;;;;;
MIGGIANO;LECCE;Puglia;LE035A/10;1;AP 2010-11;Alluvione;Georiferito;Lavori urgenti a difesa del territorio con opere di ingegneria naturalistica - lavori di completamento;Centro urbano;Commissario Straordinario - attuazione interventi Regione Puglia;MIGGIANO;400000.00;;400000.00;in esecuzione;;;;;;;;;;;;;;;;
NARDO';LECCE;Puglia;127/09;1;D.L.180/98;Non definito;Georiferito;Miglioramento delle funzionalitd idrauliche delle voragini esistenti;Varie;Provincia - Lecce;NARDOn;450000.00;;450000.00;concluso;;;;;;;;;;;;;;;;
PRESICCE;LECCE;Puglia;507/99;1;D.L.180/98;Frana;Georiferito;"CONSOLIDAMENTO FONDAZIONI EDIFICI INTERESSATI; COLMAMENTO VORAGINI";CENTRO STORICO;Comune - PRESICCE;PRESICCE;774685.35;;774685.00;concluso;;;;;;;;;;;;;;;;
SALICE SALENTINO;LECCE;Puglia;132/06;1;D.L.180/98;Alluvione;Georiferito;Progetto dei lavori per l'emergenza di rischio idrogeologico nell'abitato di Salice Salentino;centro urbano;Comune - SALICE SALENTINO;SALICE SALENTINO;300000.00;;300000.00;concluso;;;;;;;;;;;;;;;;
SCORRANO;LECCE;Puglia;328/09;1;D.L.180/98;Alluvione;Georiferito;Ripristino e regimazione delle acque fluviali del territorio comunale;Abitato;Comune - SCORRANO;SCORRANO;300000.00;;300000.00;concluso;;;;;;;;;;;;;;;;
SCORRANO;LECCE;Puglia;LE083A/10;1;AP 2010-11;Alluvione;Georiferito;Progetto di ripristino e regimentazione delle acque fluviali del territorio comunale;ridosso centro abitato;Commissario Straordinario - attuazione interventi Regione Puglia;SCORRANO;2700000.00;;2700000.00;in esecuzione;;;;;;;;;;;;;;;;
SECLI';LECCE;Puglia;LE045A/10;1;AP 2010-11;Alluvione;Georiferito;Mitigazione del rischio Idraulico alleabitato di Secli;Seclg (Foglio n  526-Nardd);Commissario Straordinario - attuazione interventi Regione Puglia;SECLIs;3690000.00;;3690000.00;in esecuzione;;;;;;;;;;;;;;;;
SPECCHIA;LECCE;Puglia;449/06;1;D.L.180/98;Misto;Georiferito;"Intervento di consolidamento di Frantoi ipogei e delle aree annesse"" - localit  ""Centro Storico"",";Centro storico e aree annesse di Specchia (LE);Comune - SPECCHIA;SPECCHIA;900000.00;;900000.00;concluso;;;;;;;;;;;;;;;;
SPECCHIA;LECCE;Puglia;450/06;1;D.L.180/98;Misto;Georiferito;Consolidamento;Centro storico;Comune - SPECCHIA;SPECCHIA;1170000.00;;1170000.00;concluso;;;;;;;;;;;;;;;;
SPECCHIA;LECCE;Puglia;450/06;2;D.L.180/98;Misto;Georiferito;Interventi urgenti per la riduzione del rischio idrogeologico delle aree annesse al centro storico - economie di ? 213.997,34;Aree annesse centro storico;Comune - SPECCHIA;SPECCHIA;0.00;vedi lotto 1;237429.13;concluso;;;;;;;;;;;;;;;;
VEGLIE;LECCE;Puglia;LE080A/10;1;AP 2010-11;Alluvione;Georiferito;Rimozione dello stato di rischio idrogeologico del territorio a nord delldabitato;A nord delleabitato;Commissario Straordinario - attuazione interventi Regione Puglia;VEGLIE;2800000.00;;2800000.00;in esecuzione;;;;;;;;;;;;;;;;
ABRIOLA;POTENZA;Basilicata;016/08;1;D.L.180/98;Non definito;Georiferito;Paratia di micropali, difesa spondale, briglie e gabbionate;Centro abitato intervento versante sud-est Via Sotto le Armi;Comune - ABRIOLA;ABRIOLA;150000.00;;0.00;concluso;;;;;;;;;;;;;;;;
ABRIOLA;POTENZA;Basilicata;023/07;1;D.L.180/98;Frana;Georiferito;Drenaggi, briglie, sistemazioni forestali, gabbionate, pali.;Il convento - Discesa di Grillo - Via Sotto le Armi;Comune - ABRIOLA;ABRIOLA;200000.00;;0.00;concluso;;;;;;;;;;;;;;;;
ABRIOLA;POTENZA;Basilicata;17IR084/G1;1;AP 2010-11;Frana;Centroide;Lavori di bonifica delle zone a rischio R4 nel centro abitato di Abriola;Strada comunale Piano Pagliara, via Marinelli, Pantanelle;Altro -  SCONOSCIUTO;ABRIOLA;1341766.81;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
ABRIOLA;POTENZA;Basilicata;545/99;1;D.L.180/98;Frana;Georiferito;PLACCAGGIO DI PARETI CON RETE, CHIODATURE E RIVESTIMENTO CON SPRITZ-BETON;VIA MARINELLI;Regione - Basilicata;ABRIOLA;258228.45;;252547.00;concluso;;;;;;;;;;;;;;;;
ACERENZA;POTENZA;Basilicata;PZ002A/10;1;AP 2010-11;Frana;Georiferito;"Consolidamento e difesa ambientale - 1  Stralcio ; Contrafforti, gabbioni e paratie";Area urbana e limitrofe. Zona a valle Ginni;Commissario Straordinario - attuazione interventi Regione Basilicata;ACERENZA;200000.00;;200000.00;concluso;;;;;;;;;;;;;;;;
ACERENZA;POTENZA;Basilicata;PZ049A/10;1;AP 2010-11;Alluvione;Georiferito;"Lavori di ripristino dell officosito; Pulizia Alveo";Torrente Ginestello;Commissario Straordinario - attuazione interventi Regione Basilicata;PALAZZO SAN GERVASIO;100000.00;;100000.00;concluso;;;;;;;;;;;;;;;;
ALBANO DI LUCANIA;POTENZA;Basilicata;163/09;1;D.L.180/98;Frana;Georiferito;Consolidamento frana nell'area sottostante la strada provinciale;Area sottostante la strada provinciale;Comune - ALBANO DI LUCANIA;ALBANO DI LUCANIA;600000.00;;600000.00;concluso;;;;;;;;;;;;;;;;
ALBANO DI LUCANIA;POTENZA;Basilicata;17IR483/G1;1;AP 2010-11;Frana;Centroide;Intervento di consolidamento centro urbano;Centro urbano;Altro -  SCONOSCIUTO;ALBANO DI LUCANIA;1250000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
ALBANO DI LUCANIA;POTENZA;Basilicata;PZ003B/10;1;AP 2010-11;Frana;Georiferito;"Interventi di consolidamento lungo la SP. 13 e SP. 16; Briglie, drenaggi, pali e opere in c.a.";Strade Provnciali Sp. 13 e Sp 16;Commissario Straordinario - attuazione interventi Regione Basilicata;ALBANO DI LUCANIA;180000.00;;180000.00;concluso;;;;;;;;;;;;;;;;
ARMENTO;POTENZA;Basilicata;006/B1;1;OM 3073/00;Incendio;Georiferito;Realizzazione di muri costituiti da terre armate, risagomature di pendio, stesura di biostuoie, idrosemina per la ricostituzione arbustiva di protezione del pendio.;Rione S. Rocco;Comune - ARMENTO;ARMENTO;324334.93;;0.00;concluso;;;;;;;;;;;;;;;;
ARMENTO;POTENZA;Basilicata;011/07;1;D.L.180/98;Non definito;Georiferito;Rete, biostuoia, brilgie, paratie tirantate.;Rione Casale;Comune - ARMENTO;ARMENTO;268000.00;;268000.00;concluso;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;017/08;1;D.L.180/98;Frana;Georiferito;Muri su pali e briglie;Area Gianturco 2.Chiesa Madre;Comune - AVIGLIANO;AVIGLIANO;150000.00;;91587.57;concluso;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;058/98;1;D.L.180/98;Frana;Georiferito;Sistemazione frana in loc. Pantani in comune di Avigliano (PZ)- 1  lotto.;Frazione Pantani;Regione - Basilicata;AVIGLIANO;1549370.70;;1014838.00;concluso;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;17IR003/G1;1;D.D. CLE;Frana;Georiferito;Drenaggi e Briglie;Spinamara;Commissario Straordinario - attuazione interventi Regione Basilicata;AVIGLIANO;500000.00;;500000.00;in progettazione;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;17IR106/G1;1;AP 2010-11;Frana;Centroide;Completamento  sistemazione idrogeologica a valle villa comunale;Via della Vittoria;Altro -  SCONOSCIUTO;AVIGLIANO;283000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;17IR536/G1;1;AP 2010-11;Alluvione;Centroide;Lavori di messa a regime torrente e sistemazione area in dissesto in localita' Madonna delle Grazie;Madonna delle Grazie;Altro -  SCONOSCIUTO;AVIGLIANO;784000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;547/99;1;D.L.180/98;Frana;Georiferito;PARATIE, PALI, DRENAGGI GABBIONATE, SISTEMAZIONE IDRAULICO-FORESTALE;LAGARIELLO, IMPISO, CHIESA, GIANTURCO;Regione - Basilicata;AVIGLIANO;724711.43;;521725.00;concluso;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;643/99;1;D.L.180/98;Frana;Georiferito;Paratie, pali, drenaggi, gabbionate, sistemazione idraulico-forestale.;Lagariello, Impiso, Chiesa, Gianturco;Comune - AVIGLIANO;AVIGLIANO;258228.45;;258228.45;concluso;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;PZ005B/10;1;AP 2010-11;Frana;Georiferito;"Sistemazione idrogelologica; Opere di sistemazione del versante";centro abitato, zona a valle della Chiesa del Carmelo-Pisciarelli;Commissario Straordinario - attuazione interventi Regione Basilicata;AVIGLIANO;200000.00;;200000.00;concluso;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;PZ006A/10;1;AP 2010-11;Frana;Georiferito;"Sistemazione idrogeologica; Opere di sostegno e paratie";centro abitato, zona a valle Villa Comunale-Viale della Vittoria;Commissario Straordinario - attuazione interventi Regione Basilicata;AVIGLIANO;300000.00;;300000.00;concluso;;;;;;;;;;;;;;;;
AVIGLIANO;POTENZA;Basilicata;PZ007A/10;1;AP 2010-11;Frana;Georiferito;"Consolidamento; Drenaggi e briglie";Loc. Spinamara;Commissario Straordinario - attuazione interventi Regione Basilicata;AVIGLIANO;500000.00;;500000.00;concluso;;;;;;;;;;;;;;;;
BARAGIANO;POTENZA;Basilicata;PZ008A/10;1;AP 2010-11;Frana;Georiferito;"Intervento di messa in sicurezza di alcuni versanti; Disgaggi, reti, ancoraggi e biostuoie";Zona del versante comunale;Commissario Straordinario - attuazione interventi Regione Basilicata;BARAGIANO;300000.00;;300000.00;concluso;;;;;;;;;;;;;;;;
BARILE;POTENZA;Basilicata;018/08;1;D.L.180/98;Frana;Georiferito;pali e gabbionate;Area abitata Serre delle quercia;Comune - BARILE;BARILE;100000.00;;100000.00;concluso;;;;;;;;;;;;;;;;
BARILE;POTENZA;Basilicata;357/02;1;D.L.180/98;Frana;Georiferito;Instabilito grotte tufacae:consolidamento con tirature,tirature,cordoli.;Va Nazionale Rapolla;Comune - BARILE;BARILE;1870000.00;;1870000.00;concluso;;;;;;;;;;;;;;;;
