LE_ID,ENGLISH,GAEILGE,CONTAE,COUNTY,PROVINCE,GUID,CENTROID_X,CENTROID_Y,AREA,OBJECTID,Shape__Area,Shape__Length
1360406,CONAMARA SOUTH LEA-5,,Gaillimh,GALWAY,Connacht,2ae19629-3ef4-13a3-e055-994560000001,502790.93,719258.71,533347607.25,80,533337058.308746,439906.73987427
13250404,ARKLOW LEA-6,,Cill Mhantáin,WICKLOW,Leinster,2ae19629-3ef6-13a3-e055-000000000001,716397.18,682481.27,485817556.85,81,485839536.926239,144743.757177401
1380406,LEIXLIP LEA-3,,Cill Dara,KILDARE,Leinster,2ae19629-3ef4-13a3-e055-994510000001,699310.66,737035.6,12690316.43,82,12693342.466217,20827.2365822033
13130400,GRANARD LEA-5,,An Longfort,LONGFORD,Leinster,2ae19629-3f0d-13a3-e055-000000000001,627332.72,784973.11,413053009.89,83,413131378.70401,135597.723928717
13140401,DUNDALK SOUTH LEA-7,,Lú,LOUTH,Leinster,2ae19629-3f11-13a3-e055-000000000001,700409.83,804594.49,121970145.41,84,122004502.300293,92334.8519767921
1340407,SKIBBEREEN-WEST CORK LEA-5,,Corcaigh,CORK,Munster,2ae19629-3f42-13a3-e055-000000000001,518935.33,542035.24,759789137.78,85,759605990.43985,395267.029130017
13260421,CABRA-GLASNEVIN LEA-7,,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-3f57-13a3-e055-000000000001,712914.67,736091.41,17702880.54,86,17684313.6431885,20648.1238683345
1390403,CALLAN-THOMASTOWN LEA-6,,Cill Chainnigh,KILKENNY,Leinster,2ae19629-3f77-13a3-e055-000000000001,654967.68,640951.68,771507794.37,87,771466989.696136,185372.791951825
13240402,NEW ROSS LEA-6,,Loch Garman,WEXFORD,Leinster,2ae19629-3f3b-13a3-e055-000000000001,680272.09,622009.28,614778016.15,88,614733235.507996,185407.374152748
13210402,CARRICK-ON-SUIR  LEA-5,,Tiobraid Árann,TIPPERARY,Munster,2ae19629-3f2e-13a3-e055-000000000001,626085.6,638323,582144539.69,89,582144800.681671,179945.831645227
13230400,ATHLONE LEA-5,,An Iarmhí,WESTMEATH,Leinster,2ae19629-3f36-13a3-e055-000000000001,609541.79,743907.22,221819914.01,90,221817248.654388,81639.7566571088
13150400,BALLINA LEA-6,,Maigh Eo,MAYO,Connacht,2ae19629-3f14-13a3-e055-000000000001,518331.8,824723.56,883803482.24,91,883762339.85907,231907.293681406
1350404,DONEGAL LEA-6,,Dún na nGall,DONEGAL,Ulster,2ae19629-3f47-13a3-e055-000000000001,582970.28,875183.96,1089654920.03,92,1089657905.8667,450092.759638474
1360402,BALLINASLOE LEA-6,,Gaillimh,GALWAY,Connacht,2ae19629-3f4a-13a3-e055-000000000001,578110.34,744839.55,1194777596.82,93,1194760852.89435,280274.338360273
13210405,NEWPORT LEA-4,,Tiobraid Árann,TIPPERARY,Connacht,2ae19629-3ef4-13a3-e055-662310000001,582500.24,670961.69,569462034.99,94,569496763.808197,141073.690923108
13260403,CASTLEKNOCK LEA-6,,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-3efa-13a3-e055-000000000001,706256.45,737609.43,23650619.79,95,23633396.7738037,30295.8381930192
13120401,ADARE-RATHKEALE LEA-6,,Luimneach,LIMERICK,Munster,2ae19629-3f08-13a3-e055-000000000001,540522.45,645451.95,757526184.7,96,757489560.364777,194295.878934931
13240403,ROSSLARE LEA-5,,Loch Garman,WEXFORD,Leinster,2ae19629-3f3c-13a3-e055-000000000001,698303.15,609281.14,388158699.67,97,388262932.917694,159909.631809906
1340410,CORK CITY NORTH WEST LEA-6,,Corcaigh,CORK,Munster,2ae19629-3ef4-13a3-e055-774560000001,561987.61,574725.85,57591949.96,98,57599979.256958,41600.3812245185
1340401,FERMOY LEA-6,,Corcaigh,CORK,Munster,2ae19629-3f64-13a3-e055-000000000001,577582.83,600953.28,946152161.19,99,946101856.939056,223362.076836386
13260424,PEMBROKE LEA-5,,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-3f5a-13a3-e055-000000000001,717772.16,731740.31,9408140.61,100,9420463.80825806,15915.7555036407
13260411,LUCAN LEA-5,,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-3f50-13a3-e055-000000000001,703153.88,734128.88,17222931.72,101,17240594.7584839,22669.3062660942
13250402,GREYSTONES LEA-6,,Cill Mhantáin,WICKLOW,Leinster,2ae19629-3ef4-13a3-e055-000000000001,727534.52,707695.74,65092815.12,102,65108508.5661926,54014.0853713577
13260413,RATHFARNHAM-TEMPLEOGUE LEA-7,,Baile Átha Cliath,DUBLIN,Leinster,2ae19629-3f52-13a3-e055-000000000001,711699.62,729647.92,16764578.58,103,16774610.4275513,27193.3951185526
1310402,MUINEBEAG LEA-5,,Ceatharlach,CARLOW,Leinster,2ae19629-3ef4-13a3-e055-553330000001,671583.36,654477.76,418712581.75,104,418721125.215607,131407.039029988
1370401,CASTLEISLAND LEA-4,,Ciarraí,KERRY,Munster,2ae19629-3f6c-13a3-e055-000000000001,501267.53,609619.88,680503135.24,105,680530308.921173,153260.471296903
13160401,LAYTOWN  BETTYSTOWN-LEA-7,,An Mhí,MEATH,Leinster,2ae19629-3f19-13a3-e055-000000000001,702240.78,776366.35,305172668.09,106,305158343.395752,149390.394572778
