Jaar;LEEFTIJD;GESLACHT;vervoerwijze;vervoerwijzefilter;wegvak/kruispunt;wegbeheerder;wegnummer;HECTOMETER;STRAAT1;STRAAT2;STRAAT3;GEMEENTE;GEMEENTE 2013;PROVINCIE;type locatie;X_COORD;Y_COORD;latitude;longitude
2006;19;M;Personenauto;1;426512001;;;;Drie Tolhekken;Buterheideveld;PROVINCIALE WEG N381;Ooststellingwerf;Ooststellingwerf;Friesland;W;213485;556201;5298960875;6258173237
2006;19;V;Bestelauto;5;429321001;;;;Vordenseweg;Rouwbroekweg;Dennendijk;Zutphen;Zutphen;Gelderland;W;215214;460405;5212856869;6266576512
2006;23;M;Voetganger;3;429348003;;;;Holterweg;Holterweg;Kiekenbeltsweg;Deventer;Deventer;Overijssel;W;214851;474437;5225471395;6263752789
2006;36;V;Personenauto;1;430328002;;;;Almenseweg;Almenseweg;Stopsdijk;Lochem;Lochem;Gelderland;W;215555;464204;5216267332;6272232842
2006;54;V;Personenauto;1;430349001;;;;Holterweg;Kiekenbeltsweg;Bathmenseweg;Deventer;Deventer;Overijssel;W;215603;474812;5225800179;6274832212
2006;61;M;Motor;4;431320023;;;;Dennendijk;Dennendijk;Vordenseweg;Zutphen;Zutphen;Gelderland;K;215586;460218;5212684745;6271975325
2006;75;M;Personenauto;1;431444006;;;12,5;RYKSWG;RYKSWG;PANJERD;De Wolden;De Wolden;Drenthe;W;219157;521452;5267672404;6335832137
2006;41;M;Bromfiets;5;431580009;;;1,2;Waardweg;Wester-Waarddijk;Kievitsweg;Zuidhorn;Zuidhorn;Groningen;W;216414;587364;5326927792;6307715209
2006;16;M;Fiets;2;434377004;;;2,3;Nijverdalseweg;Nijverdalseweg;Slagboom;Raalte;Raalte;Overijssel;W;217195;488783;5238337787;6300726752
2006;67;V;Fiets;2;438504003;;;;Boerestreek;Bosberg;Van Emstweg;Ooststellingwerf;Ooststellingwerf;Friesland;W;219307;552113;5295221402;6344056653
2006;87;M;Personenauto;1;439454006;;;;Koekangerveldweg;Koekangerveldweg;PROV WG;De Wolden;De Wolden;Drenthe;K;219724;527292;5272913432;6345359521
2006;20;M;Voetganger;3;441573008;;;;Balmahuisterweg;Balmahuisterweg;Rijksstraatweg;Zuidhorn;Zuidhorn;Groningen;K;220652;586886;5326447972;6371130087
2006;17;M;Bromfiets;5;442287002;;;;Lageweg;Schovenweg;Heidenhoekweg;Bronckhorst;Bronckhorst;Gelderland;W;221318;444339;5198348433;6352588034
2006;26;V;Personenauto;1;442296011;;;;Ruurloseweg;Baaksekampweg;Aaltenseweg;Bronckhorst;Bronckhorst;Gelderland;W;221696;448491;5202075347;6358898585
2006;33;M;Personenauto;1;443400009;;;79,7;Deventerweg;Achterveldsweg;Deventerweg;Ommen;Ommen;Overijssel;W;221904;500753;5249039062;6372275394
2006;73;M;Bromfiets;5;444360010;;;;Espelodijk;Raalterweg;Raalterweg;Rijssen-Holten;Rijssen-Holten;Overijssel;K;222267;480459;5230797559;6373549652
2006;22;M;Personenauto;1;445493005;;;;Rijksweg;Bosweg;Drostenstraat;Midden-Drenthe;Midden-Drenthe;Drenthe;W;222835;546741;5290351348;6395426795
2006;65;V;Voetganger;3;446267040;;;;Debbeshoek;Heggenseveld;Kempermanstraat;Oude IJsselstreek;Oude IJsselstreek;Gelderland;W;223133;434009;5189042737;6376956378
2006;48;M;Motor;4;447280010;;;21;RYKSWG;RYKSWG;Twenteroute;Oude IJsselstreek;Oude IJsselstreek;Gelderland;W;225814;440031;5194421287;6417136868
2006;21;M;Snorfiets;5;447291006;;;;Jolinkdijk;Jolinkdijk;Pluimersdijk;Bronckhorst;Bronckhorst;Gelderland;K;223752;445824;5199653394;6388312473
2006;20;M;Personenauto;1;448475003;;;0,5;Spieregerweg;Achter 't Zaand;OUDE BENDERSCHEWEG;Westerveld;Westerveld;Drenthe;W;224024;537888;5282381576;6411229603
2006;82;V;Fiets;2;451328057;;;;Prins Bernhardweg;Noorderbleek;Graaf Ottoweg;Lochem;Lochem;Gelderland;W;225651;464349;521627769;6419797735
2006;55;V;Bestelauto;5;452267002;;;;Terborgseweg;Dinxperloseweg;Marmelhorstweg;Oude IJsselstreek;Oude IJsselstreek;Gelderland;W;226775;433755;5188768687;642980185
2006;57;M;Personenauto;1;452604003;;;;Hoofdstraat;Oudedijk;Oosterweg;De Marne;De Marne;Groningen;W;226213;602022;5339974847;6457833668
2006;63;M;Voetganger;3;453464047;;;14,7;RYKSWG;RUINEN 28;FLUITENBERG 27;Hoogeveen;Hoogeveen;Drenthe;W;226625;531951;5277013166;6448516893
2006;41;M;Fiets;2;453506008;;;;Eekhoutswijk;Hoofdweg;Hoofdweg;Midden-Drenthe;Midden-Drenthe;Drenthe;K;226923;553148;5296055208;6457588688
2006;84;M;Fiets;2;454310096;;;;Vordenseweg;Vordenseweg;Zelhemseweg;Berkelland;Berkelland;Gelderland;K;227051;455143;52079864;6438306888
2006;86;V;Voetganger;3;455374009;;;;Schaepmanstraat;Prins Mauritsstraat;Oranjestraat;Hellendoorn;Hellendoorn;Overijssel;W;228006;487182;5236765877;6459146411
2006;79;V;Personenauto;1;456328006;;;;Nettelhorsterweg;Nettelhorsterweg;Wengersteeg;Lochem;Lochem;Gelderland;K;228114;464231;5216139584;6455764219
2006;55;M;Personenauto;1;457396003;;;5,5;Ommerweg;ZIJWG N341 HMP 54;ZIJWG N341 HMP 56;Twenterand;Twenterand;Overijssel;W;229066;498258;5246704747;6477155521
2006;65;M;Fiets;2;460562002;;;;Bangeweer;Johan van Zwedenlaan;Johan van Zwedenlaan;Groningen;Groningen;Groningen;K;230270;581001;5321034096;6513869398
2006;79;V;Personenauto;1;460597011;;;;Andelsterweg;Andelsterweg;Warffumerweg;Winsum;Winsum;Groningen;K;230091;598863;5337083655;651538062
2006;85;M;Personenauto;1;460597011;;;;Andelsterweg;Andelsterweg;Warffumerweg;Winsum;Winsum;Groningen;K;230091;598863;5337083655;651538062
2006;26;M;Bromfiets;5;461514037;;;;Hoofdvaartsweg;Uranusstraat;Balkendwarsweg;Assen;Assen;Drenthe;W;230814;557161;5299607524;6516420164
2006;33;M;Personenauto;1;464509010;;;17;RYKSWG;RYKSWG;ASSEN-ZUID 32;Assen;Assen;Drenthe;W;232936;553797;52965548;6547214486
2006;83;V;Fiets;2;464571011;;;;Oude Adorperweg;Winsumerweg;Winsumerweg;Groningen;Groningen;Groningen;K;232146;585877;5325388;6543115893
2006;20;M;Personenauto;1;466287010;;;22,2;Varsseveldseweg;Varsseveldseweg;de Riette;Oost Gelre;Oost Gelre;Gelderland;W;233296;443759;5197671167;6526787752
2006;20;M;Personenauto;1;466508019;;;;Diepstroeten;Graswijk;Sportlaan;Assen;Assen;Drenthe;W;233928;554219;5296919529;6562078838
2006;78;M;Fiets;2;467344008;;;;Goorseweg;Goorseweg;ZIJWG N753 HMP 294;Hof van Twente;Hof van Twente;Overijssel;K;233519;472455;5223455786;6536648625
2006;65;V;Voetganger;3;467510033;;;;Beilerstraat;Europaweg-Zuid;Europaweg-Zuid;Assen;Assen;Drenthe;K;233532;555120;5297734831;6556402777
2006;22;M;Personenauto;1;468309002;;;;Heelweg;Heelweg;Peppelendijk;Berkelland;Berkelland;Gelderland;K;234493;454826;5207599651;6546779057
2006;23;M;Personenauto;1;468309002;;;;Heelweg;Heelweg;Peppelendijk;Berkelland;Berkelland;Gelderland;K;234493;454826;5207599651;6546779057
2006;34;M;Fiets;2;468362009;;;;Witmoesdijk;Leijerweerdsdijk;Eversdijk;Wierden;Wierden;Overijssel;W;234399;481094;5231206381;6551559975
2006;24;M;Personenauto;1;469522042;;;18;ASSEN-NOORD 34;RYKSWG;RYKSWG;Assen;Assen;Drenthe;K;234822;561218;5303194675;657710227
2006;75;M;Fiets;2;469563054;;;;Europaweg;Europaweg;Sontplein;Groningen;Groningen;Groningen;K;234965;581516;532142872;6584259195
2006;42;M;Fiets;2;470515014;;;;Dr. A.F. Philipsweg;Dr. A.F. Philipsweg;Europaweg-Noord;Assen;Assen;Drenthe;W;235526;557989;5300283096;6586793886
2006;87;M;Fiets;2;470604001;;;1,1;Provincialeweg;Wadwerderweg;Zijlsterweg;Eemsmond;Eemsmond;Groningen;W;236376;602933;534064762;6610826956
2006;61;V;Fiets;2;471369002;;;;Enterweg;Enterweg;Rijssensestraat;Wierden;Wierden;Overijssel;K;235810;484764;5234483714;6573128401
2006;36;M;Personenauto;1;473368001;;;;Ypeloweg;Kippershoekweg;Leemslagenweg;Wierden;Wierden;Overijssel;W;237513;483725;5233524751;6597860634
2006;66;V;Personenauto;1;474605007;;;;Provincialeweg;Provincialeweg;Streeksterweg;Eemsmond;Eemsmond;Groningen;K;237382;602987;5340680659;6625964368
2006;42;M;Personenauto;1;475291001;;;1,2;Hamelandweg;VISSERIJDIJK;HOGE SCHANS;Oost Gelre;Oost Gelre;Gelderland;W;237554;445905;5199538001;6589266484
2006;36;M;Fiets;2;475292020;;;;Hamelandweg;Hamelandweg;HOGE SCHANS;Oost Gelre;Oost Gelre;Gelderland;K;237681;446233;5199830868;6591194514
2006;30;M;Snorfiets;5;475294022;;;;Lievelderweg;Kloezedijk;Vicariestraat;Oost Gelre;Oost Gelre;Gelderland;W;237729;447421;5200897752;6592180394
2006;37;M;Personenauto;1;475309001;;;;Deventer Kunstweg;Weerkampsweg;Kiefteweg;Berkelland;Berkelland;Gelderland;W;238034;454644;5207384118;6598377022
2006;37;V;Personenauto;1;475309001;;;;Deventer Kunstweg;Weerkampsweg;Kiefteweg;Berkelland;Berkelland;Gelderland;W;238034;454644;5207384118;6598377022
2006;48;M;Motor;4;475382008;;;;Aadorpweg;Aadorpweg;Verzetstraat;Twenterand;Twenterand;Overijssel;K;237955;491272;5240299767;6606207801
2006;78;M;Personenauto;1;476420007;;;;Europaweg;Europaweg;Molenplein;Hardenberg;Hardenberg;Overijssel;K;238049;510137;5257249825;6612280828
2006;28;V;Personenauto;1;480534031;;;10,2;RYKSWG;RYKSWG;RYKSWG;Aa en Hunze;Aa en Hunze;Drenthe;W;241930;565989;5307370921;6684314534
2006;42;M;Personenauto;1;480534031;;;10,2;RYKSWG;RYKSWG;RYKSWG;Aa en Hunze;Aa en Hunze;Drenthe;W;241930;565989;5307370921;6684314534
2006;22;M;Personenauto;1;481279005;;;;Misterweg;Bredevoortsestraatweg;Stoffelsweg;Winterswijk;Winterswijk;Gelderland;W;240944;440067;5194240239;6637154201
2006;81;V;Fiets;2;483371099;;;;De Werf;Westerstraat;Wierdensestraat;Almelo;Almelo;Overijssel;K;241775;486005;5235507856;6660967709
2006;72;V;Fiets;2;483381003;;;;Horstweg;Horstweg;Oostermaatweg;Twenterand;Twenterand;Overijssel;K;241705;490852;5239864355;6661191777
2006;73;V;Fiets;2;483381003;;;;Horstweg;Horstweg;Oostermaatweg;Twenterand;Twenterand;Overijssel;K;241705;490852;5239864355;6661191777
2006;19;M;Bromfiets;5;484294020;;;;Groenloseweg;LANDWEER;Winterswijkseweg;Winterswijk;Winterswijk;Gelderland;K;242144;447285;5200707931;665643711
2006;84;M;Fiets;2;484372025;;;;Hofstraat;Hagenborgh;Hanzelaan;Almelo;Almelo;Overijssel;W;242424;486128;5235608087;6670524029
2006;42;V;Personenauto;1;484513001;;;;Provincialeweg;Nijend;Staatsbos;Aa en Hunze;Aa en Hunze;Drenthe;W;243670;557243;5299485006;6707881081
2006;17;M;Personenauto;1;487286001;;;;Corleseweg;Corleseweg;Bessinkgoorweg;Winterswijk;Winterswijk;Gelderland;W;244456;442867;5196700988;6688949369
2006;20;M;Personenauto;1;487581002;;;;Stadsweg;Borgweg;Kromme Elleboog;Ten Boer;Ten Boer;Groningen;W;244016;591149;5329939649;6722390089
2006;47;M;Personenauto;1;488526004;;;9,7;RYKSWG;ANNEN;RYKSWG;Aa en Hunze;Aa en Hunze;Drenthe;W;245025;561745;5303507185;672930524
2006;49;M;Personenauto;1;488526004;;;9,6;RYKSWG;ANNEN;RYKSWG;Aa en Hunze;Aa en Hunze;Drenthe;W;245336;561354;5303150699;6733831571
2006;73;M;Personenauto;1;488526004;;;9,6;RYKSWG;ANNEN;RYKSWG;Aa en Hunze;Aa en Hunze;Drenthe;W;245336;561354;5303150699;6733831571
2006;72;V;Fiets;2;488550005;;;;Woldweg;Burg van Royenstraat W;Abraham Kuypersingel;Hoogezand-Sappemeer;Hoogezand-Sappemeer;Groningen;W;244362;575037;531545964;6723095983
2006;68;M;Personenauto;1;489325008;;;1,3;Eibergsestraat;Eibergsestraat;Eibergsestraat;Haaksbergen;Haaksbergen;Overijssel;W;244814;462905;5214701683;6699428464
2006;78;M;Voetganger;3;489396022;;;;Heppenweg;Heppenweg;Langehaarsweg;Tubbergen;Tubbergen;Overijssel;K;244982;498394;5246588433;6711356312
2006;41;M;Bestelauto;5;489418001;;;;Stobbenhaarweg;Snoeijinksdijk;Radewijkerweg;Hardenberg;Hardenberg;Overijssel;W;245305;509318;5256398675;6719066741
2006;21;M;Personenauto;1;490588006;;;;Wijmersweg;Zwartelaan;Fivelstraat;Loppersum;Loppersum;Groningen;W;245550;594406;5332839687;6746315311
2006;35;M;Personenauto;1;492293002;;;;Meddoseweg;Wormskampweg;Hilgeloweg;Winterswijk;Winterswijk;Gelderland;W;246390;446678;520009414;6718101598
2006;21;M;Personenauto;1;492418005;;;;Pekeldijk;Doodlopende weg;Pekeldijk;Hardenberg;Hardenberg;Overijssel;W;246413;509295;5256359564;6735397419
2006;22;V;Personenauto;1;492462002;;;;Klenkerweg;Edveensweg;Oude Tolhuisweg;Coevorden;Coevorden;Drenthe;W;246504;531429;5276245294;6742860263
2006;21;M;Personenauto;1;492589012;;;;Wirdumerweg;Veldzicht;Fromaweg;Loppersum;Loppersum;Groningen;W;246993;594151;5332585939;6767894525
2006;52;M;Voetganger;3;493375001;;;;Tichelweg;Looweg;Gravendijk;Tubbergen;Tubbergen;Overijssel;W;247031;487771;5237009132;6738583702
2006;74;V;Fiets;2;494327033;;;;Dr. Ariensstraat;Lansinkstraat;Lansinkstraat;Haaksbergen;Haaksbergen;Overijssel;K;247331;463936;5215586637;6736473547
2006;85;M;Personenauto;1;494557007;;;;Buitenhuizen;Hoofdweg;Hoofdweg;Slochteren;Slochteren;Groningen;K;247109;578678;5318684087;6765191082
2006;40;M;Personenauto;1;496572001;;;;Meenteweg;Schildmaarweg;Uiterburenweg;Slochteren;Slochteren;Groningen;W;248673;585837;5325088149;6790669233
2006;66;M;Fiets;2;498327012;;;;Buurserstraat;Kalkovenweg;Schansweg;Haaksbergen;Haaksbergen;Overijssel;W;249403;463646;5215291022;6766663622
2006;40;V;Personenauto;1;498498086;;;;PROV WG;PROV WG;RYKSWG;Borger-Odoorn;Borger-Odoorn;Drenthe;K;249034;549365;5292316429;6785477743
2006;15;M;KART;5;503339003;;;;Windmolenweg;Boekelosebleekweg;Molenveld;Enschede;Enschede;Overijssel;W;251679;470156;5221101322;6801767166
2006;16;M;Fiets;2;503378021;;;;Ootmarsumseweg;Pastoor Boddestraat;B Meenweg;Tubbergen;Tubbergen;Overijssel;W;251783;489045;5238072128;6808708883
2006;41;V;Personenauto;1;503558001;;;;Sappemeersterweg;Schoollaan;Geert Veenhuizenweg;Menterwolde;Menterwolde;Groningen;W;252041;579302;5319157604;6839141427
2006;48;V;Fiets;2;505353029;;;;Cesar Franckstraat;Handelstraat;Mozartlaan;Hengelo OV;Hengelo OV;Overijssel;K;252943;476923;5227159506;682221554
2006;24;M;Personenauto;1;506348003;;;;Hengelosestraat;Enschedesestraat;Broeierdweg;Enschede;Enschede;Overijssel;W;253392;474266;5224764065;6828018389
2006;22;M;Personenauto;1;506365001;;;;Postweg;Saterslostraat;Postweg;Dinkelland;Dinkelland;Overijssel;W;253687;482756;5232387382;6834819881
2006;71;M;Bestelauto;5;507341002;;;;Windmolenweg;Twekkelerbeekweg;Geerdinkszijdeweg;Enschede;Enschede;Overijssel;W;253774;470935;5221764165;6832638197
2006;28;M;Personenauto;1;507345001;;;;Transportcentrum;Transportcentrum;Transportcentrum;Enschede;Enschede;Overijssel;W;254014;472581;5223238871;6836630683
2006;34;M;Personenauto;1;507371005;;;;Bornsestraat;Plegtsweg;Beekdorpweg;Dinkelland;Dinkelland;Overijssel;W;253714;486059;5235354738;6836184712
2006;70;M;Personenauto;1;507501001;;;;Buinerstraat;Buinerstraat;PAARDETANGEDIJK;Borger-Odoorn;Borger-Odoorn;Drenthe;W;253829;550433;5293190299;6857080059
2006;60;M;Fiets;2;508539027;;;;Jan Salwaplein;Jan Salwaweg;Boven Westerdiep;Veendam;Veendam;Groningen;W;254246;569673;5310467213;6869159527
2006;13;V;Personenauto;1;508554002;;;;Uiterburen;Haltepad;De Garsten;Menterwolde;Menterwolde;Groningen;W;254450;577572;5317559347;6874639069
2006;13;V;Personenauto;1;508554002;;;;Uiterburen;Haltepad;De Garsten;Menterwolde;Menterwolde;Groningen;W;254450;577572;5317559347;6874639069
2006;13;V;Personenauto;1;508554002;;;;Uiterburen;Haltepad;De Garsten;Menterwolde;Menterwolde;Groningen;W;254450;577572;5317559347;6874639069
2006;76;V;Personenauto;1;510371028;;;;Bisschopstraat;Bisschopstraat;de Aanleg;Dinkelland;Dinkelland;Overijssel;K;255030;485662;5234974212;6855377582
2006;81;M;Personenauto;1;510371028;;;;Bisschopstraat;Bisschopstraat;de Aanleg;Dinkelland;Dinkelland;Overijssel;K;255030;485662;5234974212;6855377582
2006;83;M;Fiets;2;511347014;;;;Horstlindelaan;Horstlindelaan;Van Heeksbleeklaan;Enschede;Enschede;Overijssel;K;255951;473662;5224175047;686529929
2006;86;V;Fiets;2;513343074;;;;Minister Loudonlaan;Tubantiasingel;Tubantiasingel;Enschede;Enschede;Overijssel;K;256926;471782;5222467854;6879004028
2006;20;V;Personenauto;1;513481017;;;;Weerdingerweg;Hoofdstraat;Dikbosstraat;Borger-Odoorn;Borger-Odoorn;Drenthe;W;257146;540272;5284000048;6903223507
2006;21;M;Personenauto;1;513481017;;;;Weerdingerweg;Hoofdstraat;Dikbosstraat;Borger-Odoorn;Borger-Odoorn;Drenthe;W;257146;540272;5284000048;6903223507
2006;32;V;Personenauto;1;513481017;;;;Weerdingerweg;Hoofdstraat;Dikbosstraat;Borger-Odoorn;Borger-Odoorn;Drenthe;W;257146;540272;5284000048;6903223507
2006;77;M;Snorfiets;5;514339006;;;;Burg M van Veenlaan;Bleekhofstraat;Zuiderstraat;Enschede;Enschede;Overijssel;W;257092;470028;5220888752;6880904061
2006;83;M;Voetganger;3;516338045;;;;Knalhutteweg;Kuipersdijk;Tiemeister;Enschede;Enschede;Overijssel;K;258046;469392;5220299542;6894663941
2006;61;V;Fiets;2;518343007;;;;Hoge Bothofstraat;Oliemolensingel;Oliemolensingel;Enschede;Enschede;Overijssel;K;259039;471681;5222337627;6909888733
2006;92;M;Bromfiets;5;519352007;;;;Landweerweg;Oldenzaalsestraat;Oldenzaalsestraat;Enschede;Enschede;Overijssel;K;259778;476084;52262798;6922064943
2006;74;V;Personenauto;1;520369006;;;;Molenweg;Oldenzaalsestraat;Oldenzaalsestraat;Dinkelland;Dinkelland;Overijssel;K;260413;484967;5234249081;693414095
2006;23;M;Personenauto;1;524530005;;;0,9;Onstwedderweg;Onstwedderweg;BEUMEESWEG;Pekela;Pekela;Groningen;W;262418;564616;5305767293;6989462332
2006;19;M;Personenauto;1;525449001;;;1,2;Dordsedijk;Oude Dordsedijk;Veenhoeksweg;Emmen;Emmen;Drenthe;W;262791;525000;5270170417;6981971147
2006;45;M;Motor;4;528542010;;;;Flessingsterrein;ZUIDERVEEN;ZUIDERVEEN;Pekela;Pekela;Groningen;K;264455;571110;5311559752;7022031027
2006;9;M;Fiets;2;529488018;;;1,5;Westerstraat;Westerstraat;Ter Apelervenen;Vlagtwedde;Vlagtwedde;Groningen;W;266032;544246;5287395152;7036403213
2006;79;M;Fiets;2;529499029;;;;Aweg;Aweg;Havenkade;Stadskanaal;Stadskanaal;Groningen;K;264571;549941;5292541023;7016620323
2006;99;M;Personenauto;1;530362008;;;17,6;RYKSWG;DE LUTTE 34;DE LUTTE 34;Losser;Losser;Overijssel;W;265404;481342;5230894079;7006168058
2006;33;M;Bromfiets;5;533487001;;;3,3;GRENSSLOOT;Weerdingermarke;Heerenlandweg;Vlagtwedde;Vlagtwedde;Groningen;W;266655;543482;5286695994;7045392513
2007;6;M;Voetganger;3;43186002;;;11,1;Westkapelseweg;De Bucksweg;Melsesweg;Veere;Veere;Zeeland;W;21700;393018;5151036428;3466876462
2007;76;V;Fiets;2;50184005;;;;Kaasboerweg;Kaasboerweg;Zoutelandseweg;Veere;Veere;Zeeland;W;25266;392238;5150418943;3518510109
2007;39;M;Personenauto;1;59180003;;;1,9;Koudekerkseweg;Middelburgsestraat;Koudekerkseweg;Middelburg;Middelburg;Zeeland;W;29653;390180;5148669219;358240413
2007;44;V;Bestelauto;5;59180003;;;1,8;Koudekerkseweg;Middelburgsestraat;Koudekerkseweg;Middelburg;Middelburg;Zeeland;W;29749;390217;5148704599;3583772545
2007;80;M;Fiets;2;62181123;;;;Nieuwe Vlissingseweg;Poelendaelesingel;Poelendaelesingel;Middelburg;Middelburg;Zeeland;K;31369;390904;5149357672;3606845769
2007;25;V;Fiets;2;63181020;;;;Schroeweg;Kanaalweg;Segeerssingel;Middelburg;Middelburg;Zeeland;W;31900;390881;5149348639;361449703
2007;55;M;Personenauto;1;66177026;;;28;Sloeweg Noord;Sloeweg Noord;RITTHEM;Vlissingen;Vlissingen;Zeeland;W;35148;387976;5146808463;3662239339
2007;23;M;Motor;4;81170030;;;;Europaweg Oost;Europaweg Oost;Europaweg Oost;Borsele;Borsele;Zeeland;K;40970;385313;5144536397;3746860844
2007;37;M;Bromfiets;5;85180001;;;;Postweg;Oude Zandweg;Vlaamseweg;Borsele;Borsele;Zeeland;W;43227;390518;5149258691;3777662814
2007;66;V;Personenauto;1;86131006;;;;Zandstraat;BINNENPOLDERWEG;Trappistenstraat;Terneuzen;Terneuzen;Zeeland;W;43767;365574;5126855016;3793284409
2007;71;M;Personenauto;1;88137001;;;16,5;Westerscheldetunnelweg;Hoofdweg;Westerscheldetunnelweg;Terneuzen;Terneuzen;Zeeland;W;44549;368849;5129813216;3803467837
2007;31;M;Personenauto;1;96125028;;;;Langeweg;Eversdam;Kinderdijk;Terneuzen;Terneuzen;Zeeland;W;50264;363338;5124969481;388701047
2007;23;M;Personenauto;1;99144001;;;;Reuzenhoeksedijk;Drieweg;Valweg;Terneuzen;Terneuzen;Zeeland;W;50200;372044;5132791723;3883525173
2007;23;M;Personenauto;1;99144001;;;;Reuzenhoeksedijk;Drieweg;Valweg;Terneuzen;Terneuzen;Zeeland;W;50200;372044;5132791723;3883525173
2007;21;M;Bromfiets;5;101171038;;;;Baarlandsezandweg;Baarlandsezandweg;Schoorkenszandweg;Borsele;Borsele;Zeeland;K;50829;385966;5145313953;3888442756
2007;61;M;Fiets;2;116186001;;;;OUDE ZEEDIJK;Reepweg;Binnendijk;Kapelle;Kapelle;Zeeland;W;58425;393387;5152118083;399565998
2007;64;M;Voetganger;3;120126015;;;;Ellestraat;Vlasstraat;Ellendijk;Hulst;Hulst;Zeeland;W;60558;362874;5124733292;4034538949
2007;88;M;Personenauto;1;131238071;;;;AARDDIJKSWAL;Staakweg;Staakweg;Dirksland;Dirksland;Zuid-Holland;K;65880;419244;5175478005;4096447351
2007;76;M;Voetganger;3;132188005;;;;Platteweg;Gatweg;Zeedijk;Tholen;Tholen;Zeeland;W;66379;393929;5152736073;4110103351
2007;17;M;Personenauto;1;134202001;;;;Oude Zeedijk;JOANNA MARIAWEG;Joanna Mariapolder;Tholen;Tholen;Zeeland;W;67609;401100;5159199776;4126035643
2007;28;V;Personenauto;1;136232001;;;;Oudelandsedijk;Zuiddijk;Armenweg;Dirksland;Dirksland;Zuid-Holland;W;68239;416176;5172758007;4131372481
2007;30;M;Personenauto;1;140262004;;;;Rijksstraatweg;Middelweg;Rijksstraatweg;Hellevoetsluis;Hellevoetsluis;Zuid-Holland;W;70462;431423;5186494102;4159818383
2007;22;M;Motor;4;140271014;;;;Langesingel;Langesingel;Schrijversdijk;Brielle;Brielle;Zuid-Holland;K;70288;435567;5190215511;415627391
2007;52;V;Personenauto;1;142258007;;;5,9;Kanaalweg Westzijde;Kanaalweg Westzijde;Kreekweg;Hellevoetsluis;Hellevoetsluis;Zuid-Holland;W;71776;429461;5184750695;4179365116
2007;78;M;Fiets;2;143292071;;;;Koningin Julianaweg;Prinses Beatrixstraat;Koningin Wilhelminastr;Westland;Westland;Zuid-Holland;W;71561;446460;5200023818;4172120665
2007;50;M;Motor;4;145195004;;;;Gankelweg;Oud Vossemeersedijk;Oud Vossemeersedijk;Tholen;Tholen;Zeeland;K;72882;397963;5156460138;4202851942
2007;34;V;Personenauto;1;145236014;;;;JOH. POLDERSEDREEF;Oudelandsedijk;Oudelandsedijk;Middelharnis;Middelharnis;Zuid-Holland;K;72636;418459;5174876187;4194462084
2007;84;M;Fiets;2;148290085;;;;Anjerlaan;Anjerlaan;Gerberalaan;Westland;Westland;Zuid-Holland;K;74174;445330;5199047004;4210431323
2007;83;M;Voetganger;3;148291158;;;;Verdilaan;Verdilaan;Verdipark;Westland;Westland;Zuid-Holland;K;74250;445631;5199318608;4211466678
2007;19;M;Fiets;2;150286034;;;;Hoefweg;Leehove;Leeweg;Westland;Westland;Zuid-Holland;K;75292;443223;5197169678;4227195268
2007;84;V;Fiets;2;151231002;;;;Lieve Vrouwepoldersedijk;Lieve Vrouwepoldersedijk;Tilsedijk;Middelharnis;Middelharnis;Zuid-Holland;K;75832;415987;5172700782;4241299128
2007;72;M;Bromfiets;5;151290001;;;;Lange Broekweg;Zandheullaan;Hoge Noordweg;Westland;Westland;Zuid-Holland;W;76351;445243;5199000092;4242140796
2007;27;V;Personenauto;1;153184001;;;;Nieuw Beijmoerseweg;Kannewielseweg;Stapelakker;Bergen op Zoom;Bergen op Zoom;Noord-Brabant;W;76995;392099;5151248636;4263464965
2007;18;M;Bromfiets;5;153284001;;;;Burgerweg;Oudecampsweg;Coldenhovelaan;Westland;Westland;Zuid-Holland;W;76847;442076;5196160996;4250082473
2007;54;M;Bromfiets;5;154285004;;;;Burgerdijkseweg;Kralingerpad;Perdiksepad;Westland;Westland;Zuid-Holland;W;77363;442804;5196822469;4257424125
2007;26;M;Personenauto;1;155182021;;;;Randweg West;Karmel;ZOOMPLEIN;Bergen op Zoom;Bergen op Zoom;Noord-Brabant;W;77815;390807;5150098787;4275559611
2007;18;V;Snorfiets;5;156308019;;;;Kamperfoeliestraat;Kamperfoeliestraat;Mient;S Gravenhage;S Gravenhage;Zuid-Holland;K;78304;454097;5206984262;4268583988
2007;53;M;Voetganger;3;157269002;;;;Quebecstraat;Torontostraat;Doodlopende weg;Rotterdam;Rotterdam;Zuid-Holland;W;78789;434644;518950893;4279980841
2007;63;M;Fiets;2;157314043;;;;Statenlaan;Statenlaan;Van Boetzelaerlaan;S Gravenhage;S Gravenhage;Zuid-Holland;K;78513;457028;520962114;4270974419
2007;27;M;Personenauto;1;158203001;;;;Dwarsdijk;Schansdijk;Schansdijk;Steenbergen;Steenbergen;Noord-Brabant;K;79034;401849;5160039116;4290719646
2007;79;M;Personenauto;1;158229015;;;;Schaapsweg;Schaapsdreef;Ant van Weelstraat;Oostflakkee;Oostflakkee;Zuid-Holland;W;79131;414651;5171545823;4289333092
2007;30;V;Voetganger;3;158308136;;;;Loosduinseweg;Noorderbeekdwarsstraat;Apeldoornselaan;S Gravenhage;S Gravenhage;Zuid-Holland;W;79240;454140;5207035788;4282223658
