Jaar;LEEFTIJD;GESLACHT;vervoerwijze;vervoerwijzefilter;wegvak/kruispunt;wegbeheerder;wegnummer;HECTOMETER;STRAAT1;STRAAT2;STRAAT3;GEMEENTE;GEMEENTE 2013;PROVINCIE;type locatie;X_COORD;Y_COORD;latitude;longitude
2006;67;M;Personenauto;1;32151001;;;;Retranchementseweg;Bosweg;GROENE WEG;Sluis Z;Sluis Z;Zeeland;W;16483;375782;5135425148;3398533467
2006;9;M;Personenauto;1;47133006;;;;Buitendijk;Buitendijk;Galgenstraat;Sluis Z;Sluis Z;Zeeland;K;23959;366700;5127443359;3509163952
2006;56;M;Personenauto;1;53155002;;;178,8;Rijksweg;Middendijk;Schoondijkseweg;Sluis Z;Sluis Z;Zeeland;W;26789;377298;5137030384;3545870315
2006;0;V;Personenauto;1;60143043;;;0,6;Middenweg;Oranjestraat;Turkeijeweg;Sluis Z;Sluis Z;Zeeland;K;30224;371642;5132025263;3597172306
2006;58;V;Fiets;2;61175056;;;;Bermweg;Kanaalstraat;Spoorstraat;Vlissingen;Vlissingen;Zeeland;K;30524;387701;5146461131;3595816353
2006;70;V;Fiets;2;64182012;;;;Kanaalweg;Kanaalweg;Stationsbrug;Middelburg;Middelburg;Zeeland;K;32152;391096;5149547324;361804917
2006;42;M;Personenauto;1;72182053;;;16,3;RYKSWG;ARNEMUIDEN & BS 37;RYKSWG;Middelburg;Middelburg;Zeeland;W;37245;391810;51502977;3691123711
2006;25;M;Personenauto;1;73177006;;;25,9;Sloeweg Noord;RITTHEM;Sloeweg Noord;Vlissingen;Vlissingen;Zeeland;W;36970;389020;5147785002;3688101106
2006;11;V;Personenauto;1;73196005;;;;Ruiterplaatweg;Aalscholverlaan;Bergeendlaan;Noord Beveland;Noord Beveland;Zeland;W;36807;398183;5156014917;3682670608
2006;76;V;Fiets;2;79223003;;;;Hogeweg;A van de Weijdeweg;GRAVENHOF;Schouwen-Duiveland;Schouwen-Duiveland;Zeland;W;39988;412018;5168512338;3723970438
2006;51;M;Personenauto;1;80168006;;;;Europaweg Oost;IJslandweg;Polenweg;Borsele;Borsele;Zeland;W;40402;384563;5143850957;3738937154
2006;42;M;Motor;4;82170015;;;3,4;Westerscheldetunnelweg;Westerscheldetunnelweg;Assenburgweg;Borsele;Borsele;Zeland;W;41241;385511;5144719787;3750693783
2006;10;V;Personenauto;1;83140004;;;1,8;Hoofdweg;Hasjesstraat;Hoofdweg;Terneuzen;Terneuzen;Zeland;W;41707;370095;5130876702;3762334643
2006;21;V;Personenauto;1;83140004;;;1,8;Hoofdweg;Hasjesstraat;Hoofdweg;Terneuzen;Terneuzen;Zeland;W;41707;370095;5130876702;3762334643
2006;55;V;Fiets;2;88122030;;;;Oostdam;Oostdam;Westkade;Terneuzen;Terneuzen;Zeland;K;44222;361101;5122844504;3801194263
2006;24;M;Bestelauto;5;88137002;;;1,8;Westerscheldetunnelweg;Hoofdweg;Westerscheldetunnelweg;Terneuzen;Terneuzen;Zeland;W;44303;370401;5131203032;3799457667
2006;75;M;Motor;4;88152004;;;2,7;Westerscheldetunnelweg;Westerscheldetunnelweg;Westerscheldetunnelweg;Borsele;Borsele;Zeland;W;44427;379182;5139095999;3798493144
2006;16;M;Bromfiets;5;89205003;;;;De Verlaetweg;Emelissedijk;Emelissedijk;Noord Beveland;Noord Beveland;Zeland;K;44728;402530;5160082033;37954908
2006;85;M;Bromfiets;5;93136035;;;;WESTKANAALWEG NOORD;WESTKADE;KORTE BLIKSTRAAT;Terneuzen;Terneuzen;Zeland;W;46698;368198;5129269732;3834469599
2006;18;V;Personenauto;1;93143106;;;;Mr. F.J. Haarmanweg;Dokweg;Mr. F.J. Haarmanweg;Terneuzen;Terneuzen;Zeeland;W;46578;371813;5132515896;3831645087
2006;19;M;Personenauto;1;93143106;;;;Mr. F.J. Haarmanweg;Dokweg;Mr. F.J. Haarmanweg;Terneuzen;Terneuzen;Zeeland;W;46578;371813;5132515896;3831645087
2006;24;M;Personenauto;1;93143106;;;;Mr. F.J. Haarmanweg;Dokweg;Mr. F.J. Haarmanweg;Terneuzen;Terneuzen;Zeeland;W;46578;371813;5132515896;3831645087
2006;77;M;Fiets;2;93145189;;;;Churchilllaan;Churchilllaan;Scheldeboulevard;Terneuzen;Terneuzen;Zeeland;K;46864;372897;5133495459;3835416236
2006;12;V;Fiets;2;98228009;;;;DELINGSDIJK;DELINGSDIJK;Elkerzeeseweg;Schouwen-Duiveland;Schouwen-Duiveland;Zeeland;K;49079;414255;5170701813;3854710968
2006;15;V;Fiets;2;100180098;;;;Anthony Fokkerstraat;Nansenplein;Nansenplein;Goes;Goes;Zeeland;K;50100;390361;514924984;3876647507
2006;77;M;Fiets;2;100185012;;;;Kuyperlaan;Kuyperlaan;Schaepmanstraat;Goes;Goes;Zeeland;K;50359;392542;5151214531;3879726301
2006;16;M;Fiets;2;102184009;;;;Albert Joachimikade;Albert Joachimikade;Albert Joachimikade;Goes;Goes;Zeeland;K;51314;392302;5151016539;3893550572
2006;19;M;Fiets;2;103130039;;;;Nassaustraat;Markt;Nassaustraat;Terneuzen;Terneuzen;Zeeland;W;51893;364989;512648298;3909857561
2006;84;M;Bromfiets;5;107177024;;;;Abbekindersezandweg;Dijkwelseweg;VIADUCTWEG;Kapelle;Kapelle;Zeeland;K;53969;388998;5148095752;3932735091
2006;60;M;Personenauto;1;121287001;;;;Antarcticaweg;Europaweg;Europaweg;Rotterdam;Rotterdam;Zuid-Holland;K;60722;443634;5197310798;4015095583
2006;85;V;Scootmobiel;5;122177001;;;;Grintweg;MAARTENHAASWEGELING;Molhoekseweg;Reimerswaal;Reimerswaal;Zeeland;W;61559;388821;5148067708;4042019729
2006;53;M;Voetganger;3;130168003;;;;Schapendijk;MAAGSPOLDERWEG;Monnikendijk;Reimerswaal;Reimerswaal;Zeeland;W;65309;384004;5143799715;4097218618
2006;21;M;Personenauto;1;130259002;;;;Duindijk;Duindijk;Duindijk;Hellevoetsluis;Hellevoetsluis;Zuid-Holland;W;65223;429754;5184912304;4084207259
2006;16;V;Personenauto;1;131257060;;;;Provincialeweg;Provincialeweg;Voorweg;Hellevoetsluis;Hellevoetsluis;Zuid-Holland;K;65894;428630;5183912991;409423364
2006;5;V;Personenauto;1;132220009;;;3,1;RYKSWG;RYKSWG;RYKSWG;Schouwen-Duiveland;Schouwen-Duiveland;Zeeland;W;67968;410461;5167617884;4128880885
2006;46;M;Personenauto;1;132220009;;;3,1;RYKSWG;RYKSWG;RYKSWG;Schouwen-Duiveland;Schouwen-Duiveland;Zeeland;W;67968;410461;5167617884;4128880885
2006;77;M;Personenauto;1;132238018;;;;West Havendijk;Mozartsingel;1e Stoofweg;Dirksland;Dirksland;Zuid-Holland;W;66425;419170;5175420168;4104357772
2006;20;M;Personenauto;1;135165002;;;33,5;Oude Rijksweg;MOOLWEG;RILLANDSEWEG;Reimerswaal;Reimerswaal;Zeeland;W;67734;382804;5142759326;413238516
2006;55;V;Personenauto;1;135165002;;;33,5;Oude Rijksweg;MOOLWEG;RILLANDSEWEG;Reimerswaal;Reimerswaal;Zeeland;W;67734;382804;5142759326;413238516
2006;28;V;Personenauto;1;139191022;;;;Kadijk;Postweg;Postweg;Tholen;Tholen;Zeeland;K;69891;395561;5154256973;4160306767
2006;25;M;Personenauto;1;140261010;;;;Parallelweg;Rijksstraatweg;Dijkweg;Hellevoetsluis;Hellevoetsluis;Zuid-Holland;W;70412;430589;5185743857;4159297103
2006;65;V;Bromfiets;5;141188010;;;;Kettingdijk;Gortzakweg;Kettingdijk;Tholen;Tholen;Zeeland;W;70737;394061;5152921667;4172860074
2006;67;V;Personenauto;1;142207073;;;;Krabbenkreekweg;Krabbenkreekweg;Rijksweg;Tholen;Tholen;Zeeland;K;71300;403808;5161689674;4178641577
2006;42;V;Personenauto;1;142270039;;;13,2;Groene Kruisweg;Krammer;Groene Kruisweg;Brielle;Brielle;Zuid-Holland;W;71567;435061;5189780109;4174977355
2006;13;M;Fiets;2;143298045;;;;Kampschoerstraat;Molenstraat;Molenstraat;Westland;Westland;Zuid-Holland;K;71646;449108;5202404719;4172713417
2006;15;M;Bromfiets;5;144259017;;;;Kanaaldijk Oost;Boomweg;GRONDWEG;Bernisse;Bernisse;Zuid-Holland;W;72421;429821;518508381;4188637974
2006;15;V;Fiets;2;145290003;;;2,9;Galgeweg;Naaldwijkseweg;Galgepad;Westland;Westland;Zuid-Holland;W;73019;445192;5198906052;4193651783
2006;46;M;Bestelauto;5;146272002;;;3,6;Europaweg;BRIELLE 12 EN ROZENBURG 13;BRIELLE 12;Rotterdam;Rotterdam;Zuid-Holland;W;73943;435740;5190425418;4209332099
2006;64;M;Voetganger;3;148297037;;;;Nieuweweg;Nieuweweg;Nieuweweg;Westland;Westland;Zuid-Holland;W;74487;448193;5201624422;4214314392
2006;16;M;Fiets;2;149281004;;;;Lange Kruisweg;Nollaantje;Kaapsebos;Westland;Westland;Zuid-Holland;W;74702;440845;5195024146;4219166926
2006;36;M;Motor;4;152165011;;;12;RYKSWG;Het Rak;Het Rak;Reimerswaal;Reimerswaal;Zeeland;W;76480;382878;5142954339;4258104718
2006;38;V;Bestelauto;5;152280006;;;1,5;Rijksweg A20;RYKSWG;MAASSLUIS 7;Midden-Delfland;Midden-Delfland;Zuid-Holland;W;76576;439463;5193808935;4246736915
2006;57;M;Motor;4;154268083;;;4;ROZENBURG 14;Severnweg;Trentweg;Rotterdam;Rotterdam;Zuid-Holland;K;77459;434252;5189138276;4260749897
2006;51;M;Motor;4;154301036;;;;Lozerlaan;Hengelolaan;Melis Stokelaan;S Gravenhage;S Gravenhage;Zuid-Holland;W;77206;450335;5203588171;4253429267
2006;31;M;Personenauto;1;154311029;;;;Duivelandsestraat;Nieboerweg;Nieboerweg;S Gravenhage;S Gravenhage;Zuid-Holland;K;77479;455912;5208603847;4256141082
2006;34;M;Personenauto;1;157263023;;;;Botlekweg;Clydeweg;Hartelkruis;Rotterdam;Rotterdam;Zuid-Holland;W;79616;431742;5186912175;4292628523
2006;23;M;Personenauto;1;157281006;;;117;Oostgaag;Molenweg;Kwakelweg;Midden-Delfland;Midden-Delfland;Zuid-Holland;W;79026;440969;5195196378;4282026038
2006;44;M;Fiets;2;157304013;;;;Hengelolaan;Hengelolaan;Maartensdijklaan;S Gravenhage;S Gravenhage;Zuid-Holland;K;78858;452042;520514514;4277120924
2006;83;M;Fiets;2;157313022;;;;Frankenslag;Frankenslag;Statenlaan;S Gravenhage;S Gravenhage;Zuid-Holland;K;78679;456745;520936911;4273459903
2006;20;M;Personenauto;1;159194001;;;11,9;Halsterseweg;Stierenweg;Witte Ruiterweg;Steenbergen;Steenbergen;Noord-Brabant;W;79738;397629;5156255968;4301786936
2006;24;M;Personenauto;1;159194001;;;11,9;Halsterseweg;Stierenweg;Witte Ruiterweg;Steenbergen;Steenbergen;Noord-Brabant;W;79738;397629;5156255968;4301786936
2006;30;M;Personenauto;1;159194001;;;11,9;Halsterseweg;Stierenweg;Witte Ruiterweg;Steenbergen;Steenbergen;Noord-Brabant;W;79738;397629;5156255968;4301786936
2006;21;M;Personenauto;1;159225001;;;4,8;Rijksweg 59;Rijksweg 59;Rijksweg 59;Oostflakkee;Oostflakkee;Zuid-Holland;W;83907;413040;5170160692;4358763055
2006;46;M;Personenauto;1;160252007;;;;Garsdijk;WILLIGENWEG;RIETHILSEWEG;Bernisse;Bernisse;Zuid-Holland;W;80490;426366;5182092502;4306476994
2006;58;M;Trekker;5;160263010;;;4,5;Rijksweg A15;SPIJKENISSE 16;SPIJKENISSE= N218 16;Rotterdam;Rotterdam;Zuid-Holland;W;80991;431731;5186920727;431259247
2006;82;V;Fiets;2;160309086;;;;Loosduinseweg;Loosduinseweg;Noord West Buitensingel;S Gravenhage;S Gravenhage;Zuid-Holland;K;80229;454527;5207397016;4296561174
2006;76;M;Personenauto;1;162259151;;;;Groene Kruisweg;Groene Kruisweg;Hekelingseweg;Spijkenisse;Spijkenisse;Zuid-Holland;K;81315;429809;5185197712;4317706679
2006;58;M;Personenauto;1;163263013;;;4,6;BOTLEKTUNNEL;Rijksweg A15;Rijksweg A15;Rotterdam;Rotterdam;Zuid-Holland;W;82066;431811;5187006803;4328181976
2006;23;M;Motor;4;163315047;;;;Bronovolaan;Bronovolaan;Van Alkemadelaan;S Gravenhage;S Gravenhage;Zuid-Holland;K;81742;457777;5210337934;431792846
2006;59;V;Fiets;2;165272005;;;;Catsstraat;Markgraaflaan;Markgraaflaan;Vlaardingen;Vlaardingen;Zuid-Holland;K;82839;436424;5191162603;4338437935
2006;45;V;Personenauto;1;165313047;;;;Benoordenhoutseweg;Benoordenhoutseweg;Ln van Nieuw Oost-Indie;S Gravenhage;S Gravenhage;Zuid-Holland;K;82587;456549;5209245483;4330520994
2006;46;M;Personenauto;1;165313047;;;;Benoordenhoutseweg;Benoordenhoutseweg;Ln van Nieuw Oost-Indie;S Gravenhage;S Gravenhage;Zuid-Holland;K;82587;456549;5209245483;4330520994
2006;65;V;Personenauto;1;166157018;;;;Putseweg;Putseweg;Putseweg;Woensdrecht;Woensdrecht;Noord-Brabant;K;83367;378809;5139388973;4357947761
2006;47;V;Fiets;2;166272060;;;;Blokmakersplaats;OUDE HAVENBRUG;Westhavenkade;Vlaardingen;Vlaardingen;Zuid-Holland;K;83198;436171;5190939875;4343707488
2006;65;M;Fiets;2;166273054;;;;Westlandseweg;Broekkade;Jaagpad;Vlaardingen;Vlaardingen;Zuid-Holland;W;83104;436870;5191566856;4342195546
2006;91;M;Voetganger;3;167291015;;;;Aart van der Leeuwlaan;Menno ter Braaklaan;A.M. de Jonglaan;Delft;Delft;Zuid-Holland;W;83892;445509;5199340869;4351858068
2006;16;M;Personenauto;1;167317059;;;;Buurtweg;Buurtweg;Landscheidingsweg;Wassenaar;Wassenaar;Zuid-Holland;K;83651;458769;5211254371;4345580002
2006;17;M;Personenauto;1;167317059;;;;Buurtweg;Buurtweg;Landscheidingsweg;Wassenaar;Wassenaar;Zuid-Holland;K;83651;458769;5211254371;4345580002
2006;37;M;Personenauto;1;167317059;;;;Buurtweg;Buurtweg;Landscheidingsweg;Wassenaar;Wassenaar;Zuid-Holland;K;83651;458769;5211254371;4345580002
2006;12;V;Fiets;2;168308070;;;;Laan van Nieuw Oosteinde;Van Matenessestraat;Van de Wervestraat;Leidschendam-Voorburg;Leidschendam-Voorburg;Zuid-Holland;W;84065;454263;520721023;4352560641
2006;56;V;Fiets;2;169260187;;;;Aveling;Aveling;Bovensim;Rotterdam;Rotterdam;Zuid-Holland;K;84938;430156;518555629;4370213903
2006;49;V;Fiets;2;170270009;;;7,3;Beneluxweg;Rijksweg A4;Beneluxweg;Rotterdam;Rotterdam;Zuid-Holland;W;85075;434958;5189873643;4371228102
2006;27;M;Voetganger;3;170276069;;;;Churchillweg;Laan van Bol'es;Churchillweg;Schiedam;Schiedam;Zuid-Holland;W;85452;438208;5192799182;4376047944
2006;58;V;Fiets;2;170292023;;;;Cornelis Drebbelweg;Mekelweg;Mekelweg;Delft;Delft;Zuid-Holland;K;85419;446158;5199943479;4373956283
2006;13;V;Fiets;2;171310075;;;;Prins Bernhardlaan;Prins Bernhardlaan;Rodelaan;Leidschendam-Voorburg;Leidschendam-Voorburg;Zuid-Holland;K;85604;455419;5208268616;4374769635
2006;80;M;Fiets;2;171312048;;;;Distelweide;Kersengaarde;Mgr. van Steelaan;Leidschendam-Voorburg;Leidschendam-Voorburg;Zuid-Holland;K;85621;456032;5208819725;4374892905
2006;47;M;Voetganger;3;172294044;;;;Delftsestraatweg;Delftsestraatweg;Laan der Zeven linden;Pijnacker-Nootdorp;Pijnacker-Nootdorp;Zuid-Holland;K;86493;447104;5200807015;4389404473
2006;47;M;Personenauto;1;173304004;;;0,8;RYKSWG;KP PRINS CLAUSPLEIN;IND. FOREPARK 5;S Gravenhage;S Gravenhage;Zuid-Holland;W;87081;452298;5205482102;4396935848
2006;75;M;Fiets;2;174173003;;;;Hoeksebaan;Hoeksebaan;Ouwerveldenweg;Roosendaal;Roosendaal;Noord-Brabant;K;87149;386550;5146393002;4410792098
2006;83;M;Fiets;2;174274089;;;;Broersvest;Boterstraat;Huis Te Riviere;Schiedam;Schiedam;Zuid-Holland;W;87252;437121;5191844497;4402428458
2006;22;M;Bromfiets;5;174294034;;;;Zuideindseweg;RENOVALAAN;Ackersdijkseweg;Pijnacker-Nootdorp;Pijnacker-Nootdorp;Zuid-Holland;W;87540;445718;5199574236;4404924773
2006;25;M;Personenauto;1;175264073;;;;Groenedijkviaduct;Vondelingenweg;Vondelingenweg;Rotterdam;Rotterdam;Zuid-Holland;K;87873;432242;518746716;4412405054
2006;22;M;Personenauto;1;175309019;;;4;RYKSWG;LEIDSCHENDAM 8;Rijksweg A4;Leidschendam-Voorburg;Leidschendam-Voorburg;Zuid-Holland;W;90226;457166;5209894658;4441860015
2006;42;M;Personenauto;1;175309091;;;4,1;RYKSWG;LEIDSCHENDAM 8;Rijksweg A4;Leidschendam-Voorburg;Leidschendam-Voorburg;Zuid-Holland;W;89414;456571;5209350367;4430125356
2006;55;M;Trekker met oplegger;5;177187015;;;2,4;Zuid Hollandweg;KP DE STOK;KP DE STOK;Roosendaal;Roosendaal;Noord-Brabant;W;88949;394444;5153509225;4435207754
2006;59;M;Bestelauto;5;177187015;;;2,4;Zuid Hollandweg;KP DE STOK;KP DE STOK;Roosendaal;Roosendaal;Noord-Brabant;W;88996;394534;5153590666;4435868141
2006;33;M;Personenauto;1;177261004;;;;Stationsstraat;Molendijk;Rivierweg;Albrandswaard;Albrandswaard;Zuid-Holland;W;88881;430682;5186077201;4427340032
2006;27;M;Personenauto;1;177266006;;;;Ophemertstraat;Waalhavenweg;Waalhavenweg;Rotterdam;Rotterdam;Zuid-Holland;K;88983;433254;518838994;4428328117
2006;22;M;Motor;4;178295009;;;;Europalaan;Europalaan;Oranjelaan;Pijnacker-Nootdorp;Pijnacker-Nootdorp;Zuid-Holland;W;89369;447669;5201349554;4431179152
2006;25;M;Personenauto;1;179237001;;;;Rijksstraatweg;Lange Biesakkersweg;Bommelskoussedijk;Cromstrijen;Cromstrijen;Zuid-Holland;W;89939;419072;5175655298;4444880916
2006;21;M;Snorfiets;5;179337027;;;;Blekerstraat;Lageweg;Lageweg;Katwijk;Katwijk;Zuid-Holland;K;89891;468561;5220131332;4434788703
2006;62;M;Fiets;2;180273148;;;;Mathenesserlaan;Mathenesserplein;Mathenesserplein;Rotterdam;Rotterdam;Zuid-Holland;K;90258;436885;5191668196;4446161859
2006;29;M;Motor;4;181263120;;;;Charloisse Lagedijk;Groene Kruisweg;Groene Kruisweg;Rotterdam;Rotterdam;Zuid-Holland;K;90764;431729;5187040203;4454477408
2006;74;M;Personenauto;1;182196105;;;2;PROVINCIALEWEG ZUID;PROVINCIALEWEG ZUID;PROVINCIALEWEG ZUID;Halderberge;Halderberge;Noord-Brabant;K;91402;398306;5157008536;4469857632
2006;73;M;Voetganger;3;182264059;;;;Slinge;Groene Kruisweg;Stavenissestraat;Rotterdam;Rotterdam;Zuid-Holland;W;91364;432359;5187613293;446307221
2006;13;M;Voetganger;3;182274001;;;;Beukelsdijk;Beukelsdijk;G.W. Burgerplein;Rotterdam;Rotterdam;Zuid-Holland;K;91081;437423;519216123;4458022875
2006;78;M;Voetganger;3;185260058;;;;Voordijk;Voordijk;Voordijk;Barendrecht;Barendrecht;Zuid-Holland;W;93017;430309;5185789516;4487442863
2006;73;M;Fiets;2;185279088;;;;Bergweg;Bergweg;Gordelweg;Rotterdam;Rotterdam;Zuid-Holland;K;92563;439509;5194052819;4479184956
2006;53;M;Voetganger;3;185286026;;;58;ZESTIENHOVENWEG;ZESTIENHOVENWEG;BERGSCHENHOEK;Lansingerland;Lansingerland;Zuid-Holland;W;93194;443458;5197608957;4487649443
2006;18;M;Personenauto;1;185297009;;;;Noordeindseweg;A H Verweijweg;Middelweg;Lansingerland;Lansingerland;Zuid-Holland;W;93020;448172;5201843606;4484264406
2006;86;V;Voetganger;3;186292108;;;;Berkenlaan;Beukensingel;Lindenlaan;Lansingerland;Lansingerland;Zuid Holland;W;93339;446169;5200047017;4489271868
2006;32;M;Personenauto;1;186338001;;;;Leidsevaart;Leidsevaart;Haarlemmertrekvaart;Teylingen;Teylingen;Zuid Holland;W;93127;468935;5220504683;4482050864
2006;60;V;Fiets;2;186342014;;;;Jacoba van Beierenweg;Oosthoutlaan;Engelselaan;Teylingen;Teylingen;Zuid Holland;W;93612;471337;5222668764;4488709893
2006;79;V;Voetganger;3;187264038;;;;Slinge;Slinge;Vaerhorst;Rotterdam;Rotterdam;Zuid Holland;K;93622;432111;5187415748;449590348
2006;95;M;Voetganger;3;187264038;;;;Slinge;Slinge;Vaerhorst;Rotterdam;Rotterdam;Zuid Holland;K;93622;432111;5187415748;449590348
2006;65;M;Fiets;2;187269016;;;;Brielselaan;Maashaven O.z.;Maashaven O.z.;Rotterdam;Rotterdam;Zuid Holland;K;93602;434700;5189742367;4495151728
2006;45;V;Personenauto;1;187287020;;;70;Leeuwenakkerweg;Bergweg-Zuid;De Kulck;Lansingerland;Lansingerland;Zuid Holland;W;94208;444058;5198159388;4502299608
2006;59;M;Vrachtauto;5;188330059;;;;Flevoweg;Flevoweg;Flevoweg;Leiden;Leiden;Zuid Holland;K;94170;465492;5217422061;4497924791
2006;44;M;Motor;4;189261027;;;1;RYKSWG;KP VAANPLEIN;KP VAANPLEIN;Barendrecht;Barendrecht;Zuid Holland;W;95105;431037;5186466638;4517622974
2006;65;M;Fiets;2;189329126;;;;Kooilaan;Willem de Zwijgerlaan;Willem de Zwijgerlaan;Leiden;Leiden;Zuid Holland;K;94733;464771;5216780269;4506282377
2006;22;M;Motor;4;193191005;;;8,5;RUCPHEN 21;Rucphenseweg;RUCPHEN 21;Rucphen;Rucphen;Noord-Brabant;W;96702;396045;5155033882;4546673429
2006;37;M;Bromfiets;5;193272017;;;2,1;FEIJENOORD 24;CENTRUM 25;KP RIDDERKERK;Rotterdam;Rotterdam;zuid holland;W;96919;435388;5190396307;4543223188
2006;15;M;Fiets;2;193298029;;;13,9;Hoefweg;Anjerweg;Hoefweg;Lansingerland;Lansingerland;Zuid-Holland;W;96955;449988;5203518279;4541276044
2006;42;V;Personenauto;1;194238008;;;3,5;Trambaan;Verlengde Molenweg;Trambaan;Strijen;Strijen;Zuid-Holland;W;97436;419910;5176490713;4553314108
2006;21;M;Personenauto;1;194352003;;;;Loosterweg Noord;Stationsweg;Zwartelaan;Lisse;Lisse;Zuid-Holland;W;97565;476499;5227350447;4545684273
2006;37;M;Bromfiets;5;194374047;;;;Kostverlorenstraat;Julianaweg;Max Euwestraat;Zandvoort;Zandvoort;Noord-Holland;W;97414;487440;5237181391;454160184
2006;16;V;Voetganger;3;195278081;;;;Burgaslaan;Burgaslaan;Prins Alexanderlaan;Rotterdam;Rotterdam;Zuid-Holland;K;97857;439460;519406572;4556175361
2006;89;V;Voetganger;3;195283003;;;;Hesseplaats;Bjornsonweg;Sinclair Lewisplaats;Rotterdam;Rotterdam;Zuid-Holland;W;97669;441907;519626301;4553033021
2006;69;V;Personenauto;1;195284005;;;;Wollefoppenweg;President Wilsonweg;Schout Bontenbalpad;Rotterdam;Rotterdam;Zuid-Holland;W;97867;442499;5196797106;4555815077
2006;20;V;Personenauto;1;196309008;;;;Hogeveenseweg;HSL BOUWPLAATS;Hogeveenseweg;Rijnwoude;Rijnwoude;Zuid-Holland;W;99271;454734;5207807435;4574250884
2006;70;V;Fiets;2;198349069;;;;Hillegommerdijk;Lisserdijk;Hillegommerdijk;Haarlemmermeer;Haarlemmermeer;Noord-Holland;W;99111;475797;522673547;4568449682
2006;51;V;Voetganger;3;199277010;;;;Merellaan;Merellaan;Rivierweg;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland;K;99842;438540;5193258918;4585188017
2006;43;V;Bromfiets;5;199283093;;;;Cornusbaan;Essebaan;Schollevaarse Dreef;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland;K;99691;441716;5196111848;4582481212
2006;62;M;Bestelauto;5;199364009;;;;Vogelenzangseweg;Vogelenzangseweg;Woestduinweg;Bloemendaal;Bloemendaal;Noord-Holland;W;99983;482836;523307018;4580074797
2006;19;M;Personenauto;1;200317005;;;;Galgweg;Gemeneweg;Oostvaartpad;Rijnwoude;Rijnwoude;Zuid-Holland;W;100774;458853;5211524235;4595518704
2006;82;V;Fiets;2;201212127;;;;Kuringen;Pastoor van Kessellaan;Pastoor van Kessellaan;Moerdijk;Moerdijk;Noord-Brabant;K;100800;406251;5164247926;4604170176
2006;49;V;Fiets;2;201280019;;;;Bermweg;Bermweg;Kerkhofpad;Nieuwerkerk ad IJssel;Nieuwerkerk ad IJssel;Zuid-Holland;W;101300;440683;5195199221;4606050927
2006;21;V;Personenauto;1;204197072;;;;Hoevenseweg;Oude Grind;Concordialaan;Etten-Leur;Etten-Leur;Noord-Brabant;W;102445;398829;515759275;4629049795
2006;80;M;Fiets;2;204264063;;;;Dokwerkerstraat;Industrieweg;Industrieweg;Ridderkerk;Ridderkerk;Zuid-Holland;K;102024;432058;5187454366;4617909727
2006;46;V;Personenauto;1;204356001;;;;Drie Merenweg;Drie Merenweg;Drie Merenweg;Haarlemmermeer;Haarlemmermeer;Noord-Holland;W;101190;477176;5227995492;4598683776
2006;26;M;Personenauto;1;205173005;;;;Achtmaalseweg;Biggelaarstraat;Leeuwerikstraat;Zundert;Zundert;Noord-Brabant;W;103142;386602;5146609592;464091011
2006;45;M;Personenauto;1;205230012;;;3,9;Rijksweg A16;MOERDIJKBRUG;S-GRAVENDEEL 20;Dordrecht;Dordrecht;Zuid-Holland;W;103981;420171;5176788892;4648080381
2006;29;M;Personenauto;1;205377011;;;;Brouwersvaart;Brouwersvaart;Burgemeester Rampstraat;Haarlem;Haarlem;Noord-Holland;K;102840;488683;5238352697;4621077936
2006;58;M;Voetganger;3;205393039;;;;Lange Nieuwstraat;Marktplein;Dinkelstraat;Velsen;Velsen;Noord-Holland;W;102695;497004;5245829246;4617649823
2006;29;M;Voetganger;3;205400009;;;;Tussenwijkweg;Zeestraat;Zeestraat;Beverwijk;Beverwijk;Noord-Holland;K;102566;500469;5248941907;4615208473
2006;31;V;Personenauto;1;206233003;;;4;Rijksweg A16;DE ZUIDPUNT;S-GRAVENDEEL 20;Dordrecht;Dordrecht;Zuid-Holland;W;103678;418908;5175650956;4643878053
2006;33;M;Personenauto;1;206233003;;;4;Rijksweg A16;DE ZUIDPUNT;S-GRAVENDEEL 20;Dordrecht;Dordrecht;Zuid-Holland;W;103678;418908;5175650956;4643878053
2006;82;M;Fiets;2;206268034;;;;Brederodestraat;Brederodestraat;De Dertienhuizen;Nederlek;Nederlek;Zuid-Holland;K;103068;434397;5189566411;4632716418
2006;15;V;Voetganger;3;206374068;;;;Dreef;Meesterlottelaan;Hazepaterslaan;Haarlem;Haarlem;Noord-Holland;W;103348;487208;5237031932;4628765601
2006;57;M;Personenauto;1;207257079;;;;Antoniuslaan;Graaf Willemlaan;Veersedijk;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland;W;104072;429052;5184771762;4648091168
2006;36;M;Bromfiets;5;207272008;;;;Cornelis Gerardus Rooswg;Cornelis Gerardus Rooswg;Cornelis Gerardus Rooswg;Nederlek;Nederlek;Zuid-Holland;W;104411;436522;5191488658;4651914126
2006;20;M;Personenauto;1;208244013;;;;Mijlweg;Mijlweg;Wieldrechtseweg;Dordrecht;Dordrecht;Zuid-Holland;W;104055;422495;5178878333;4648810616
