SECTION;RD;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HEURE_HPM_S1;T_HPS_S1;HEURE_HPS_S1;T_HPM_S2;HEURE_HPM_S2;T_HPS_S2;HEURE_HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;LONGUEUR;geo_shape;geo_point_2d
158;D914;4989;10470;15459;5445;12475;17920;316;9h-10h;572;19h-20h;948;9h-10h;1020;19h-20h;Paris;Province;Province;Paris;NANTERRE;15459 (14);TOURNANT;ANNUELLE;2014;MARS;TUBES;1055.5328620332998;"{""type"": ""LineString"", ""coordinates"": [[2.22812599487504, 48.89555095183969], [2.227558183224517, 48.89452301658739], [2.227408266104615, 48.89357065257484], [2.227638545641947, 48.89254347733898], [2.228210009007788, 48.891892502740845], [2.229084927177178, 48.89149239540397], [2.230529262528184, 48.891368454020544], [2.232124962366112, 48.89154533433563], [2.232732571259894, 48.891746355308], [2.233339870818726, 48.89209772439968], [2.234174574052657, 48.8927499950989], [2.23481928133879, 48.89340209051766], [2.235134640185754, 48.89351110493032], [2.2352435456515742, 48.89352529061258]]}";48.8925622677, 2.23043961301
162;D914;14580;;14580;16655;;16655;1092;9h-10h;1404;19h-20h;;;;;Paris;Province;Province;Paris;NANTERRE;14580 (15);TOURNANT;ANNUELLE;2015;MARS;TUBES;2239.7510350941866;"{""type"": ""LineString"", ""coordinates"": [[2.23361862190294, 48.8958756488329], [2.233586816548978, 48.89590512340792], [2.2327537866818092, 48.89621156406783], [2.232031001034052, 48.89639067541984], [2.23140371531674, 48.89652493123286], [2.230094724100188, 48.89673946004565], [2.229044932138649, 48.896846362826125], [2.228022510820256, 48.89689935868466], [2.227000106098544, 48.89694335848599], [2.2255822718506852, 48.89704989146084], [2.224614209793412, 48.89717480659845], [2.2234686077119132, 48.897452326934605], [2.222650077270805, 48.89775711103701], [2.2219267161078182, 48.898169826545164], [2.221640062624619, 48.89834929412779], [2.220903074825221, 48.89875300409867], [2.220807514935657, 48.898815821209965], [2.220602642587813, 48.898995364801564], [2.220178815741504, 48.89955215646707], [2.219823198977088, 48.90008205084802], [2.219240602083492, 48.901142663686905], [2.219238589153799, 48.901992741532574], [2.219062496909168, 48.90374939040568], [2.218286098191696, 48.90488202766495], [2.217775145277343, 48.9054266013789], [2.216907877255614, 48.90601403126113], [2.214928904524511, 48.90669200373829], [2.212789470363099, 48.90713661268728], [2.212584726137255, 48.90719250628836]]}";48.9004925333, 2.22238529409
168;D1;11500;14401;25901;13747;17437;31184;610;9h-10h;903;18h-19h;1075;9h-10h;1079;19h-20h;Levallois-Perret;Clichy;Levallois-Perret;Neuilly-sur-Seine;LEVALLOIS-PERRET;25901 (15);SITER;ANNUELLE;2015;365J;BOUCLES;939.387243813049;"{""type"": ""LineString"", ""coordinates"": [[2.278822235308606, 48.89895694695622], [2.279012992761598, 48.89902893623101], [2.279435405254944, 48.899172934141234], [2.280702637701978, 48.89962289340884], [2.281438470621972, 48.89987487638251], [2.281888140649926, 48.90003685287618], [2.28231054951818, 48.90019881506083], [2.282651209194429, 48.90032478952006], [2.282841978718912, 48.90039677334507], [2.283087247072315, 48.900495741618464], [2.284013884800812, 48.900810705112036], [2.284981366448317, 48.90118858828811], [2.285608059989019, 48.90156631806923], [2.285989545369494, 48.90178217136559], [2.286616333310581, 48.902079011967096], [2.288128876368708, 48.902744684629965], [2.288442285652987, 48.90288860557747], [2.288564926808588, 48.902942577731416], [2.288714815720053, 48.90301453563027], [2.289641434375758, 48.903437299173525]]}";48.9010735176, 2.28428300239
173;D23;4529;10943;15472;5068;13947;19015;283;;528;;1012;8h-9h;1020;17h-18h;;;Province;Paris;NANTERRE;15472 (10);TOURNANT;TRIENNALE;2010;MARS;TUBES;914.6995468773117;"{""type"": ""LineString"", ""coordinates"": [[2.227655002303261, 48.89469829370436], [2.226875497701707, 48.89389590190761], [2.226839270721026, 48.893093997404236], [2.227183509944806, 48.89209199092985], [2.227906707930082, 48.89156645463764], [2.229047850203418, 48.89106636699579], [2.230036156871794, 48.8909420013101], [2.231214091127979, 48.89099321186906], [2.232760092231342, 48.89101015468559], [2.233142225643663, 48.890992817290766], [2.233299133723562, 48.890988425874816], [2.233588639703627, 48.89096329874035], [2.233734888493353, 48.89094175190792], [2.233825316852625, 48.890913551512945], [2.233948832317337, 48.8908612809515], [2.234098788062397, 48.89077320627812], [2.234213707814888, 48.890656128477154], [2.234274663468983, 48.890591765278565], [2.234439068887505, 48.8904111380853]]}";48.8917661123, 2.2297565978
180;D913;6626;6296;12922;6676;6892;13568;354;8h-9h;262;17h-18h;884;8h-9h;433;18h-19h;Paris;Province;Province;Paris;NANTERRE;12922 (06);TOURNANT;ANNUELLE;2006;JUIN;;315.5868476390592;"{""type"": ""LineString"", ""coordinates"": [[2.200480980037208, 48.88705933423901], [2.200200968246813, 48.88695783883606], [2.200037596544574, 48.886894740583394], [2.199806156326267, 48.886804601406745], [2.199533879957773, 48.88669644002592], [2.198594477200089, 48.886344849493504], [2.198362994311464, 48.88627268228001], [2.196715588922378, 48.8856865812017]]}";48.8863629933, 2.19860196818
330;D6;4353;4336;8689;4666;4424;9090;252;8h-9h;471;18h-19h;448;8h-9h;286;18h-19h;Paris;Province;Province;Paris;COURBEVOIE;8689 (09);TOURNANT;TRIENNALE;2009;MARS;TUBES;409.1895185173436;"{""type"": ""LineString"", ""coordinates"": [[2.243033810155774, 48.902340336864924], [2.2426378052864973, 48.9027084973337], [2.242583162640158, 48.90277136493604], [2.242255394665305, 48.903094641829746], [2.24203684910235, 48.90332813378153], [2.241736421855833, 48.9036064955091], [2.24127068782011, 48.9039139959169], [2.240945036800781, 48.90410896833005], [2.24069814832393, 48.90425930527792], [2.240388477223675, 48.904446200232464], [2.239937003037892, 48.904721227070695], [2.239392526897923, 48.90463862973624], [2.239169694202745, 48.90458997754069]]}";48.9037898114, 2.24122190434
390;D9;3473;4580;8053;4040;5256;9296;256;8h-9h;426;18h-19h;543;8h-9h;456;19h-20h;La Defense;Saint-Denis;Saint-Denis;La Defense;COURBEVOIE;8053 (11);TOURNANT;TRIENNALE;2011;MARS;TUBES;551.1305316762308;"{""type"": ""LineString"", ""coordinates"": [[2.263292835835352, 48.89786749926703], [2.263161440016259, 48.89781593683986], [2.261758134545489, 48.897338742747394], [2.261526526516507, 48.897257713030754], [2.260463927593782, 48.89684362848925], [2.25964644286696, 48.89660044911543], [2.258460923799665, 48.8963660108027], [2.257697758708595, 48.896266648330005], [2.257302441647616, 48.89628436010028], [2.256474381196417, 48.89663005089844]]}";48.8968519641, 2.25989954102
485;D9BIS;11646;;11646;12653;;12653;815;8h-9h;876;19h-20h;;;;;Paris;Province;Province;Paris;LEVALLOIS-PERRET;11646 (12);TOURNANT;TRIENNALE;2012;MARS;TUBES;950.6399058872544;"{""type"": ""LineString"", ""coordinates"": [[2.288701516164226, 48.888023920319654], [2.288619669092244, 48.88810477190375], [2.28795114249353, 48.88887740240516], [2.28710524648108, 48.88982969872907], [2.286395796730921, 48.890593314557805], [2.285809041896059, 48.891303055460135], [2.285113208357579, 48.89203970677883], [2.2849222057664162, 48.892228355542485], [2.284758451813781, 48.892426002942244], [2.28346218950849, 48.89382743326433], [2.282807198740794, 48.894546114391375], [2.282068696697824, 48.89536750023951]]}";48.8917058722, 2.28539672564
520;D11;2205;;2205;2454;;2454;229;9h-10h;221;19h-20h;;;;;Nanterre;Villeneuve la Garenne;Villeneuve la Garenne;Nanterre;COURBEVOIE;2205 (14);TOURNANT;TRIENNALE;2014;MARS;TUBES;235.1969268095319;"{""type"": ""LineString"", ""coordinates"": [[2.239489669531504, 48.90221168128157], [2.240470869195352, 48.90238323274953], [2.240920583789156, 48.902464478352236], [2.241274889385293, 48.902536659585955], [2.241615596286154, 48.90259085424483], [2.24216070803048, 48.9026901460935], [2.242583162640158, 48.90277136493604]]}";48.9024881585, 2.24103704242
590;D11;6527;10112;16639;6595;10531;17126;402;10h-11h;582;20h-21h;772;11h-12h;946;20h-21h;Nanterre;Villeneuve la Garenne;Villeneuve la Garenne;Nanterre;GENNEVILLIERS;16639 (15);TOURNANT;TRIENNALE;2015;JANVIER;TUBES;766.3042152776222;"{""type"": ""LineString"", ""coordinates"": [[2.286338075885983, 48.92279463315144], [2.287182148551117, 48.92328868527665], [2.290099090137042, 48.92498839622122], [2.291707602350273, 48.92589669668915], [2.29214381546383, 48.92614849447684], [2.292443706868203, 48.9263283453056], [2.29260729324271, 48.9264182754876], [2.292825441259022, 48.9264992377122], [2.293057250585835, 48.926553245042186], [2.293970932676364, 48.926679392262656], [2.294652813499508, 48.92674254343611]]}";48.9250604691, 2.29039491586
610;D11BIS;5864;5362;11226;6232;5742;11974;348;9h-10h;719;19h-20h;632;8h-9h;335;19h-20h;Nanterre;Villeneuve la Garenne;Villeneuve la Garenne;Nanterre;BOIS-COLOMBES;11226 (14);TOURNANT;TRIENNALE;2014;JANVIER;TUBES;918.0639463577842;"{""type"": ""LineString"", ""coordinates"": [[2.278429095840993, 48.92118177902237], [2.27807488697271, 48.92086706113977], [2.276985010937216, 48.91992288615038], [2.276344741642376, 48.91935638249293], [2.276249367748536, 48.91928443843554], [2.275595467144275, 48.91872691096569], [2.27506411397627, 48.9183312095598], [2.274328377017727, 48.91780958071019], [2.273020401926558, 48.91691018773248], [2.272380255816493, 48.91630771393507], [2.271739980127963, 48.9158220678584], [2.270990756695922, 48.91523750081382], [2.270759146333669, 48.91508459335415], [2.27056842022595, 48.914949682779465], [2.27043220359103, 48.914841762592836]]}";48.9179568013, 2.27447376628
791;D17;13389;10676;24065;13299;10730;24029;887;9h-10h;792;19h-20h;698;9h-10h;692;16h-17h;Paris;Province;Province;Paris;GENNEVILLIERS;24065 (14);TOURNANT;TRIENNALE;2014;JANVIER;TUBES;428.1962102093954;"{""type"": ""LineString"", ""coordinates"": [[2.312867920626101, 48.910570940352294], [2.312731521354273, 48.910687745132634], [2.31248600992987, 48.91088541177414], [2.311599144099104, 48.91216139267123], [2.311558204784637, 48.91223328038852], [2.311462694720724, 48.91236806644067], [2.31095783571108, 48.91310489753893], [2.3105348334943763, 48.913724912598525], [2.310412019496305, 48.91391361363623], [2.310343782356517, 48.91403043069513]]}";48.9122541364, 2.31155274142
860;D20;4902;4983;9885;5530;5553;11083;365;11h-12h;396;16h-17h;380;11h-12h;400;13h-14h;Paris;Province;Province;Paris;GENNEVILLIERS;9885 (15);TOURNANT;TRIENNALE;2015;JANVIER;TUBES;382.9156490844271;"{""type"": ""LineString"", ""coordinates"": [[2.3213310152463382, 48.92335186172389], [2.323022331622964, 48.92247134069107], [2.323649751841129, 48.922102943658956], [2.3247136320712602, 48.92142004270374], [2.325013705293776, 48.92118641009947], [2.325095542597638, 48.921123509627826], [2.325163739022719, 48.92107858135107], [2.325191016742155, 48.921060609844346], [2.325204656282827, 48.921051623642875]]}";48.9222601974, 2.3233036378
961;D24A;8749;;8749;10345;;10345;717;9h-10h;1052;18h-19h;;;;;Paris;Province;Province;Paris;NANTERRE;8749 (13);TOURNANT;TRIENNALE;2013;MARS;TUBES;245.08163387905887;"{""type"": ""LineString"", ""coordinates"": [[2.21942947689166, 48.90192655909523], [2.219422706663421, 48.90236439203651], [2.219448707980877, 48.902921619552075], [2.219420791568754, 48.90320917956092], [2.219338324349029, 48.90350567341465], [2.219118835795787, 48.90410759466562]]}";48.9030324074, 2.21936653282
1010;D39;6646;6173;12819;7115;6793;13908;554;8h-9h;480;17h-18h;437;8h-9h;618;18h-19h;Paris;Province;Province;Paris;RUEIL-MALMAISON;12819 (17);TOURNANT;TRIENNALE;2017;JUIN;Plots;1005.3530116020921;"{""type"": ""LineString"", ""coordinates"": [[2.186720327948499, 48.86895793675592], [2.186434079963751, 48.869011499332714], [2.186092971814688, 48.86919081579776], [2.185888200666547, 48.8693343548209], [2.184605056475756, 48.87019550990856], [2.184249755488827, 48.87056353773823], [2.183702676610632, 48.87128182704235], [2.183429158561237, 48.871631982348234], [2.183155664670454, 48.87197314999684], [2.182909494554459, 48.872287390263324], [2.182704354424538, 48.872547759053], [2.182649589300573, 48.87263756125768], [2.182525525405473, 48.873122719405885], [2.182525070835699, 48.87327550377953], [2.182647156627298, 48.8734554096242], [2.182823689067637, 48.87365336066204], [2.183095275134144, 48.87395928202863], [2.183828648429619, 48.874760102772825], [2.184209299554936, 48.8750481872948], [2.184780258131735, 48.87548929824284], [2.18555492203156, 48.87616433748344], [2.1857800134798, 48.876323971633305]]}";48.8725096433, 2.1842106378
1070;D50;3287;9548;12835;4228;11563;15791;387;9h-10h;285;19h-20h;776;9h-10h;1154;19h-20h;Département 94;Issy-les-Moulineaux;Issy-les-Moulineaux;Département 94;ISSY-LES-MOULINEAUX;12835 (13);SITER;ANNUELLE;2013;365J;BOUCLES;469.467350153296;"{""type"": ""LineString"", ""coordinates"": [[2.267521777128525, 48.8277975348652], [2.26764430307724, 48.82778861865118], [2.267780393548508, 48.82781566080004], [2.271088169556486, 48.82789842377536], [2.272095486857491, 48.827916951004624], [2.273552034083469, 48.82792672237173], [2.27390356433751, 48.82789595408373]]}";48.8278803831, 2.27071172367
1240;D62;4523;5231;9753;4758;5934;10692;362;8h-9h;331;17h-18h;398;8h-9h;564;18h-19h;Département 94;Malakoff;Malakoff;Département 94;BAGNEUX;9753 (17);TOURNANT;TRIENNALE;2017;SEPTEMBRE;Plots;1270.4551672927682;"{""type"": ""LineString"", ""coordinates"": [[2.300774951325312, 48.811993856840935], [2.302326879278881, 48.81115844884728], [2.3026535263068793, 48.81108663926851], [2.303129821736012, 48.81107778622593], [2.305974078446059, 48.81086284164181], [2.307911959532127, 48.810671403437944], [2.308913607219071, 48.810575949719855], [2.309920657182939, 48.81048630069087], [2.310396959715547, 48.81045045449219], [2.311240697700271, 48.81037873428932], [2.311825875176361, 48.810315941901344], [2.31279208184276, 48.81024423576001], [2.314438710790959, 48.810118722992755], [2.316071727432594, 48.80998419682276], [2.316411944404939, 48.80993931571108], [2.316833812398683, 48.8098854596927], [2.317255683411951, 48.8098226141469], [2.317473409678244, 48.809822649107]]}";48.8106113983, 2.30903318316
1270;D63;11789;11498;23287;13006;12605;25611;1322;8h-9h;1027;17h-18h;1156;8h-9h;984;17h-18h;Paris;Province;Province;Paris;CHATENAY-MALABRY;23287 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;754.6273035232728;"{""type"": ""LineString"", ""coordinates"": [[2.271998524660018, 48.763913976295036], [2.271876441536453, 48.763689205805655], [2.2718088328605512, 48.763392560188166], [2.271754652980769, 48.763230743806574], [2.271483088590544, 48.76295196133131], [2.271225211744399, 48.76260128112507], [2.271048834099726, 48.76231356315286], [2.2709675230286432, 48.76210679010682], [2.270926987211337, 48.76190902837158], [2.270927226157033, 48.76172027709163], [2.270941379131558, 48.76127986460503], [2.270927978290922, 48.7611270582532], [2.270914850460797, 48.76075853651239], [2.270888013972588, 48.76047988876117], [2.270779687209763, 48.760138278032144], [2.270671304682675, 48.75984160733583], [2.270630657298832, 48.75973372664452], [2.270549283843525, 48.759580882328486], [2.27018316853728, 48.758843646620946], [2.269599786767489, 48.75792652288764], [2.269518547054186, 48.75767480766878], [2.26953229228586, 48.75755796880719], [2.2696819449893573, 48.757468171893464]]}";48.7606666982, 2.27074517325
1325;D72;4458;4691;9149;4931;5129;10060;389;9h-10h;386;18h-19h;370;9h-10h;448;19h-20h;Châtillon;Malakoff;Malakoff;Châtillon;CHATILLON;9149 (13);TOURNANT;TRIENNALE;2013;NOVEMBRE;TUBES;296.69494203826434;"{""type"": ""LineString"", ""coordinates"": [[2.293653275850374, 48.80098140003096], [2.2938031394259433, 48.800738781637804], [2.294485346192968, 48.79837521422067]]}";48.7996923621, 2.29410102543
1340;D63;6788;7410;14198;7406;8219;15625;334;9h-10h;572;18h-19h;585;8h-9h;541;18h-19h;Paris;Province;Province;Paris;CHATILLON;14198 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;1575.924235202618;"{""type"": ""LineString"", ""coordinates"": [[2.3026535263068793, 48.81108663926851], [2.301824133887146, 48.810034829334086], [2.30138895004907, 48.80963923841262], [2.301157764922773, 48.80942346231401], [2.300994569690876, 48.809279609502106], [2.299471366756769, 48.80807477756475], [2.298315519657733, 48.807013846126964], [2.298233882687463, 48.80700483180361], [2.298206707866191, 48.80695089600015], [2.297882315106476, 48.80405670796753], [2.296890308189461, 48.802420590701715], [2.295620079026053, 48.79942716750953], [2.294485346192968, 48.79837521422067]]}";48.8049679979, 2.29825405704
1420;D67;7235;7234;14469;8098;8019;16117;974;9h-10h;656;18h-19h;726;9h-10h;796;18h-19h;Paris;Province;Province;Paris;SCEAUX;14469 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;1595.4897277880943;"{""type"": ""LineString"", ""coordinates"": [[2.287474775398893, 48.77394316411926], [2.287311687050662, 48.773844227775285], [2.287080623481169, 48.7737272861477], [2.286876732265545, 48.77363731959249], [2.286550543086324, 48.773457420102446], [2.286414664098704, 48.77334950602046], [2.286292435311335, 48.77318766812429], [2.286210993681001, 48.773034836030305], [2.28618392879922, 48.77290000322078], [2.286156880328214, 48.772747194358786], [2.286143405659414, 48.772621355831895], [2.286185503484264, 48.7712821490299], [2.2861856701731, 48.77111137485944], [2.286376178982162, 48.770967647003175], [2.288077678732839, 48.76907186951574], [2.28839076663199, 48.76869449778852], [2.290024199891037, 48.76672675587999], [2.290119481136408, 48.76660994775667], [2.290173924175549, 48.76654705300435], [2.290555029049207, 48.766097795579874], [2.291290026222199, 48.76519926734222], [2.291507817022127, 48.76491173111941], [2.291616805522821, 48.76466010429245], [2.29165777394101, 48.76445339298115], [2.291685075154546, 48.764327569162084], [2.291671642996933, 48.764138813187536], [2.291658272202253, 48.76387815208797], [2.291509195352826, 48.76332981867868], [2.291238036455447, 48.762466852162305], [2.291156817505468, 48.76206235411544], [2.291129769720793, 48.76190055643946], [2.29096712406086, 48.761334240463036], [2.290955118416799, 48.76129443315977], [2.290905398396498, 48.76094581606084]]}";48.7677735476, 2.2889875641
